Time;Number of packets transmitted on interface Network adapter 1
2019-03-16T10:00:00+01:00;261
2019-03-16T11:00:00+01:00;287
2019-03-16T12:00:00+01:00;330
2019-03-16T13:00:00+01:00;191
2019-03-16T14:00:00+01:00;297
2019-03-16T15:00:00+01:00;276
2019-03-16T16:00:00+01:00;233
2019-03-16T17:00:00+01:00;271
2019-03-16T18:00:00+01:00;375
2019-03-16T19:00:00+01:00;314
2019-03-16T20:00:00+01:00;358
2019-03-16T21:00:00+01:00;413
2019-03-16T22:00:00+01:00;254
2019-03-16T23:00:00+01:00;3407
2019-03-17T00:00:00+01:00;319
2019-03-17T01:00:00+01:00;182
2019-03-17T02:00:00+01:00;164
2019-03-17T03:00:00+01:00;298
2019-03-17T04:00:00+01:00;180
2019-03-17T05:00:00+01:00;232
2019-03-17T06:00:00+01:00;180
2019-03-17T07:00:00+01:00;179
2019-03-17T08:00:00+01:00;412
2019-03-17T09:00:00+01:00;203
2019-03-17T10:00:00+01:00;462
2019-03-17T11:00:00+01:00;322
2019-03-17T12:00:00+01:00;344
2019-03-17T13:00:00+01:00;269
2019-03-17T14:00:00+01:00;882
2019-03-17T15:00:00+01:00;432
2019-03-17T16:00:00+01:00;423
2019-03-17T17:00:00+01:00;790
2019-03-17T18:00:00+01:00;883
2019-03-17T19:00:00+01:00;323
2019-03-17T20:00:00+01:00;496
2019-03-17T21:00:00+01:00;287
2019-03-17T22:00:00+01:00;374
2019-03-17T23:00:00+01:00;3259
2019-03-18T00:00:00+01:00;224
2019-03-18T01:00:00+01:00;248
2019-03-18T02:00:00+01:00;427
2019-03-18T03:00:00+01:00;165
2019-03-18T04:00:00+01:00;256
2019-03-18T05:00:00+01:00;228
2019-03-18T06:00:00+01:00;858
2019-03-18T07:00:00+01:00;450
2019-03-18T08:00:00+01:00;842
2019-03-18T09:00:00+01:00;1067
2019-03-18T10:00:00+01:00;1187
2019-03-18T11:00:00+01:00;749
2019-03-18T12:00:00+01:00;1498
2019-03-18T13:00:00+01:00;877
2019-03-18T14:00:00+01:00;979
2019-03-18T15:00:00+01:00;1042
2019-03-18T16:00:00+01:00;826
2019-03-18T17:00:00+01:00;524
2019-03-18T18:00:00+01:00;1212
2019-03-18T19:00:00+01:00;577
2019-03-18T20:00:00+01:00;241
2019-03-18T21:00:00+01:00;422
2019-03-18T22:00:00+01:00;370
2019-03-18T23:00:00+01:00;4424
2019-03-19T00:00:00+01:00;151
2019-03-19T01:00:00+01:00;344
2019-03-19T02:00:00+01:00;218
2019-03-19T03:00:00+01:00;174
2019-03-19T04:00:00+01:00;483
2019-03-19T05:00:00+01:00;420
2019-03-19T06:00:00+01:00;978
2019-03-19T07:00:00+01:00;615
2019-03-19T08:00:00+01:00;820
2019-03-19T09:00:00+01:00;884
2019-03-19T10:00:00+01:00;1010
2019-03-19T11:00:00+01:00;763
2019-03-19T12:00:00+01:00;1152
2019-03-19T13:00:00+01:00;837
2019-03-19T14:00:00+01:00;1138
2019-03-19T15:00:00+01:00;1069
2019-03-19T16:00:00+01:00;686
2019-03-19T17:00:00+01:00;696
2019-03-19T18:00:00+01:00;1116
2019-03-19T19:00:00+01:00;569
2019-03-19T20:00:00+01:00;363
2019-03-19T21:00:00+01:00;241
2019-03-19T22:00:00+01:00;538
2019-03-19T23:00:00+01:00;4551
2019-03-20T00:00:00+01:00;223
2019-03-20T01:00:00+01:00;354
2019-03-20T02:00:00+01:00;275
2019-03-20T03:00:00+01:00;220
2019-03-20T04:00:00+01:00;447
2019-03-20T05:00:00+01:00;325
2019-03-20T06:00:00+01:00;682
2019-03-20T07:00:00+01:00;641
2019-03-20T08:00:00+01:00;730
2019-03-20T09:00:00+01:00;878
2019-03-20T10:00:00+01:00;1330
2019-03-20T11:00:00+01:00;886
2019-03-20T12:00:00+01:00;1204
2019-03-20T13:00:00+01:00;794
2019-03-20T14:00:00+01:00;843
2019-03-20T15:00:00+01:00;2110
2019-03-20T16:00:00+01:00;650
2019-03-20T17:00:00+01:00;560
2019-03-20T18:00:00+01:00;1071
2019-03-20T19:00:00+01:00;483
2019-03-20T20:00:00+01:00;281
2019-03-20T21:00:00+01:00;340
2019-03-20T22:00:00+01:00;248
2019-03-20T23:00:00+01:00;4743
2019-03-21T00:00:00+01:00;398
2019-03-21T01:00:00+01:00;195
2019-03-21T02:00:00+01:00;173
2019-03-21T03:00:00+01:00;154
2019-03-21T04:00:00+01:00;288
2019-03-21T05:00:00+01:00;457
2019-03-21T06:00:00+01:00;830
2019-03-21T07:00:00+01:00;543
2019-03-21T08:00:00+01:00;777
2019-03-21T09:00:00+01:00;1116
2019-03-21T10:00:00+01:00;1780
2019-03-21T11:00:00+01:00;888
2019-03-21T12:00:00+01:00;1231
2019-03-21T13:00:00+01:00;965
2019-03-21T14:00:00+01:00;854
2019-03-21T15:00:00+01:00;918
2019-03-21T16:00:00+01:00;832
2019-03-21T17:00:00+01:00;511
2019-03-21T18:00:00+01:00;884
2019-03-21T19:00:00+01:00;627
2019-03-21T20:00:00+01:00;219
2019-03-21T21:00:00+01:00;365
2019-03-21T22:00:00+01:00;222
2019-03-21T23:00:00+01:00;5097
2019-03-22T00:00:00+01:00;193
2019-03-22T01:00:00+01:00;155
2019-03-22T02:00:00+01:00;143
2019-03-22T03:00:00+01:00;294
2019-03-22T04:00:00+01:00;176
2019-03-22T05:00:00+01:00;184
2019-03-22T06:00:00+01:00;906
2019-03-22T07:00:00+01:00;621
2019-03-22T08:00:00+01:00;783
2019-03-22T09:00:00+01:00;844
2019-03-22T10:00:00+01:00;1251
2019-03-22T11:00:00+01:00;764
2019-03-22T12:00:00+01:00;1286
2019-03-22T13:00:00+01:00;867
2019-03-22T14:00:00+01:00;1215
2019-03-22T15:00:00+01:00;911
2019-03-22T16:00:00+01:00;555
2019-03-22T17:00:00+01:00;609
2019-03-22T18:00:00+01:00;1015
2019-03-22T19:00:00+01:00;351
2019-03-22T20:00:00+01:00;196
2019-03-22T21:00:00+01:00;263
2019-03-22T22:00:00+01:00;184
2019-03-22T23:00:00+01:00;3810
2019-03-23T00:00:00+01:00;211
2019-03-23T01:00:00+01:00;233
2019-03-23T02:00:00+01:00;159
2019-03-23T03:00:00+01:00;270
2019-03-23T04:00:00+01:00;212
2019-03-23T05:00:00+01:00;180
2019-03-23T06:00:00+01:00;375
2019-03-23T07:00:00+01:00;224
2019-03-23T08:00:00+01:00;153
2019-03-23T09:00:00+01:00;279
2019-03-23T10:00:00+01:00;280
2019-03-23T11:00:00+01:00;270
2019-03-23T12:00:00+01:00;261
2019-03-23T13:00:00+01:00;215
2019-03-23T14:00:00+01:00;226
2019-03-23T15:00:00+01:00;191
2019-03-23T16:00:00+01:00;341
2019-03-23T17:00:00+01:00;260
2019-03-23T18:00:00+01:00;236
2019-03-23T19:00:00+01:00;216
2019-03-23T20:00:00+01:00;244
2019-03-23T21:00:00+01:00;159
2019-03-23T22:00:00+01:00;342
2019-03-23T23:00:00+01:00;4721
2019-03-24T00:00:00+01:00;233
2019-03-24T01:00:00+01:00;321
2019-03-24T02:00:00+01:00;152
2019-03-24T03:00:00+01:00;180
2019-03-24T04:00:00+01:00;373
2019-03-24T05:00:00+01:00;273
2019-03-24T06:00:00+01:00;378
2019-03-24T07:00:00+01:00;330
2019-03-24T08:00:00+01:00;161
2019-03-24T09:00:00+01:00;192
2019-03-24T10:00:00+01:00;346
2019-03-24T11:00:00+01:00;295
2019-03-24T12:00:00+01:00;370
2019-03-24T13:00:00+01:00;403
2019-03-24T14:00:00+01:00;244
2019-03-24T15:00:00+01:00;196
2019-03-24T16:00:00+01:00;172
2019-03-24T17:00:00+01:00;289
2019-03-24T18:00:00+01:00;257
2019-03-24T19:00:00+01:00;355
2019-03-24T20:00:00+01:00;283
2019-03-24T21:00:00+01:00;200
2019-03-24T22:00:00+01:00;330
2019-03-24T23:00:00+01:00;5707
2019-03-25T00:00:00+01:00;155
2019-03-25T01:00:00+01:00;385
2019-03-25T02:00:00+01:00;174
2019-03-25T03:00:00+01:00;153
2019-03-25T04:00:00+01:00;166
2019-03-25T05:00:00+01:00;367
2019-03-25T06:00:00+01:00;902
2019-03-25T07:00:00+01:00;457
2019-03-25T08:00:00+01:00;779
2019-03-25T09:00:00+01:00;868
2019-03-25T10:00:00+01:00;1153
2019-03-25T11:00:00+01:00;958
2019-03-25T12:00:00+01:00;1250
2019-03-25T13:00:00+01:00;904
2019-03-25T14:00:00+01:00;1347
2019-03-25T15:00:00+01:00;956
2019-03-25T16:00:00+01:00;701
2019-03-25T17:00:00+01:00;755
2019-03-25T18:00:00+01:00;1414
2019-03-25T19:00:00+01:00;688
2019-03-25T20:00:00+01:00;446
2019-03-25T21:00:00+01:00;453
2019-03-25T22:00:00+01:00;263
2019-03-25T23:00:00+01:00;4716
2019-03-26T00:00:00+01:00;266
2019-03-26T01:00:00+01:00;282
2019-03-26T02:00:00+01:00;377
2019-03-26T03:00:00+01:00;211
2019-03-26T04:00:00+01:00;652
2019-03-26T05:00:00+01:00;414
2019-03-26T06:00:00+01:00;942
2019-03-26T07:00:00+01:00;537
2019-03-26T08:00:00+01:00;688
2019-03-26T09:00:00+01:00;781
2019-03-26T10:00:00+01:00;1553
2019-03-26T11:00:00+01:00;954
2019-03-26T12:00:00+01:00;1371
2019-03-26T13:00:00+01:00;2737
2019-03-26T14:00:00+01:00;2381
2019-03-26T15:00:00+01:00;1125
2019-03-26T16:00:00+01:00;1018
2019-03-26T17:00:00+01:00;691
2019-03-26T18:00:00+01:00;1018
2019-03-26T19:00:00+01:00;701
2019-03-26T20:00:00+01:00;395
2019-03-26T21:00:00+01:00;257
2019-03-26T22:00:00+01:00;251
2019-03-26T23:00:00+01:00;4437
2019-03-27T00:00:00+01:00;506
2019-03-27T01:00:00+01:00;258
2019-03-27T02:00:00+01:00;201
2019-03-27T03:00:00+01:00;188
2019-03-27T04:00:00+01:00;285
2019-03-27T05:00:00+01:00;302
2019-03-27T06:00:00+01:00;897
2019-03-27T07:00:00+01:00;498
2019-03-27T08:00:00+01:00;723
2019-03-27T09:00:00+01:00;852
2019-03-27T10:00:00+01:00;1140
2019-03-27T11:00:00+01:00;970
2019-03-27T12:00:00+01:00;1289
2019-03-27T13:00:00+01:00;748
2019-03-27T14:00:00+01:00;1035
2019-03-27T15:00:00+01:00;994
2019-03-27T16:00:00+01:00;894
2019-03-27T17:00:00+01:00;713
2019-03-27T18:00:00+01:00;1310
2019-03-27T19:00:00+01:00;633
2019-03-27T20:00:00+01:00;468
2019-03-27T21:00:00+01:00;469
2019-03-27T22:00:00+01:00;413
2019-03-27T23:00:00+01:00;5970
2019-03-28T00:00:00+01:00;239
2019-03-28T01:00:00+01:00;241
2019-03-28T02:00:00+01:00;366
2019-03-28T03:00:00+01:00;444
2019-03-28T04:00:00+01:00;210
2019-03-28T05:00:00+01:00;259
2019-03-28T06:00:00+01:00;1010
2019-03-28T07:00:00+01:00;602
2019-03-28T08:00:00+01:00;924
2019-03-28T09:00:00+01:00;1071
2019-03-28T10:00:00+01:00;1413
2019-03-28T11:00:00+01:00;874
2019-03-28T12:00:00+01:00;1252
2019-03-28T13:00:00+01:00;889
2019-03-28T14:00:00+01:00;720
2019-03-28T15:00:00+01:00;848
2019-03-28T16:00:00+01:00;656
2019-03-28T17:00:00+01:00;588
2019-03-28T18:00:00+01:00;1360
2019-03-28T19:00:00+01:00;455
2019-03-28T20:00:00+01:00;300
2019-03-28T21:00:00+01:00;368
2019-03-28T22:00:00+01:00;230
2019-03-28T23:00:00+01:00;4893
2019-03-29T00:00:00+01:00;408
2019-03-29T01:00:00+01:00;247
2019-03-29T02:00:00+01:00;446
2019-03-29T03:00:00+01:00;522
2019-03-29T04:00:00+01:00;264
2019-03-29T05:00:00+01:00;660
2019-03-29T06:00:00+01:00;558
2019-03-29T07:00:00+01:00;672
2019-03-29T08:00:00+01:00;1097
2019-03-29T09:00:00+01:00;1082
2019-03-29T10:00:00+01:00;1119
2019-03-29T11:00:00+01:00;1131
2019-03-29T12:00:00+01:00;1288
2019-03-29T13:00:00+01:00;755
2019-03-29T14:00:00+01:00;1258
2019-03-29T15:00:00+01:00;862
2019-03-29T16:00:00+01:00;583
2019-03-29T17:00:00+01:00;691
2019-03-29T18:00:00+01:00;1135
2019-03-29T19:00:00+01:00;684
2019-03-29T20:00:00+01:00;303
2019-03-29T21:00:00+01:00;280
2019-03-29T22:00:00+01:00;260
2019-03-29T23:00:00+01:00;4418
2019-03-30T00:00:00+01:00;191
2019-03-30T01:00:00+01:00;387
2019-03-30T02:00:00+01:00;261
2019-03-30T03:00:00+01:00;358
2019-03-30T04:00:00+01:00;332
2019-03-30T05:00:00+01:00;538
2019-03-30T06:00:00+01:00;288
2019-03-30T07:00:00+01:00;326
2019-03-30T08:00:00+01:00;257
2019-03-30T09:00:00+01:00;497
2019-03-30T10:00:00+01:00;287
2019-03-30T11:00:00+01:00;454
2019-03-30T12:00:00+01:00;252
2019-03-30T13:00:00+01:00;389
2019-03-30T14:00:00+01:00;354
2019-03-30T15:00:00+01:00;388
2019-03-30T16:00:00+01:00;341
2019-03-30T17:00:00+01:00;466
2019-03-30T18:00:00+01:00;313
2019-03-30T19:00:00+01:00;368
2019-03-30T20:00:00+01:00;213
2019-03-30T21:00:00+01:00;223
2019-03-30T22:00:00+01:00;1295
2019-03-30T23:00:00+01:00;4915
2019-03-31T00:00:00+01:00;413
2019-03-31T01:00:00+01:00;236
2019-03-31T03:00:00+02:00;172
2019-03-31T04:00:00+02:00;258
2019-03-31T05:00:00+02:00;530
2019-03-31T06:00:00+02:00;191
2019-03-31T07:00:00+02:00;152
2019-03-31T08:00:00+02:00;416
2019-03-31T09:00:00+02:00;385
2019-03-31T10:00:00+02:00;588
2019-03-31T11:00:00+02:00;283
2019-03-31T12:00:00+02:00;278
2019-03-31T13:00:00+02:00;229
2019-03-31T14:00:00+02:00;275
2019-03-31T15:00:00+02:00;541
2019-03-31T16:00:00+02:00;449
2019-03-31T17:00:00+02:00;294
2019-03-31T18:00:00+02:00;350
2019-03-31T19:00:00+02:00;294
2019-03-31T20:00:00+02:00;249
2019-03-31T21:00:00+02:00;302
2019-03-31T22:00:00+02:00;313
2019-03-31T23:00:00+02:00;3992
2019-04-01T00:00:00+02:00;365
