Time;CPU usage;Ntwk_bytes receiv;Ntwk_bytes transmitted;Number of VMs;Used memory;Aver write latency LUN_080;Average read latency LUN_080;Average write latency  LUN_081;Average read latency LUN_081;Average write latency LUN_082;Average read latency LUN_082;Average write latency LUN_083;Average read latency LUN_083;Average write latency LUN_084;Average read latency LUN_084;Average write latency LUN_085;Average read latency LUN_085;Average read latency LUN_086;Average read latency LUN_086
2019-03-16T09:00:00+01:00;14895916666;12986026;17023573;76;2.39E+11;1;3;2;0;2;3;0;0;0;0;0;4;2;2
2019-03-16T10:00:00+01:00;17272783333;18789956;41700812;76;2.39E+11;2;4;1;0;1;1;0;0;1;1;0;5;2;2
2019-03-16T11:00:00+01:00;18919100000;20204680;41304251;76;2.39E+11;1;5;0;0;1;1;0;0;1;0;0;5;1;1
2019-03-16T12:00:00+01:00;19354366666;20350498;20789504;76;2.39E+11;0;4;0;0;0;0;0;0;0;0;0;4;1;1
2019-03-16T13:00:00+01:00;16415616666;25564433;25868373;76;2.39E+11;1;4;0;0;0;2;0;0;0;0;1;5;0;0
2019-03-16T14:00:00+01:00;16147000000;27527203;29321833;76;2.39E+11;3;3;1;0;0;1;1;0;2;0;1;5;0;0
2019-03-16T15:00:00+01:00;15541633333;23259972;24090777;76;2.39E+11;1;3;0;0;1;1;0;0;1;1;1;6;2;2
2019-03-16T16:00:00+01:00;15759950000;21770928;21891319;76;2.39E+11;1;3;0;0;0;1;8;0;0;0;1;5;1;1
2019-03-16T17:00:00+01:00;15581083333;22245017;23174468;76;2.39E+11;0;2;0;0;0;1;0;0;0;1;1;4;1;1
2019-03-16T18:00:00+01:00;15812550000;20478907;29548629;76;2.39E+11;1;3;1;0;1;1;0;0;2;1;2;5;1;1
2019-03-16T19:00:00+01:00;15324466666;21966421;22107835;76;2.39E+11;1;3;2;0;1;1;39;0;0;0;1;5;0;0
2019-03-16T20:00:00+01:00;15688683333;21166131;20858214;76;2.39E+11;1;3;0;0;1;2;2;0;3;1;1;4;1;1
2019-03-16T21:00:00+01:00;14986216666;23354419;23412906;76;2.39E+11;0;2;0;0;0;1;8;0;0;0;1;4;0;0
2019-03-16T22:00:00+01:00;15917833333;25133465;26092032;76;2.39E+11;1;2;1;0;1;1;0;0;1;1;1;6;0;0
2019-03-16T23:00:00+01:00;14925833333;19611272;20885862;76;2.39E+11;1;2;1;0;1;0;0;0;1;0;1;6;1;1
2019-03-17T00:00:00+01:00;14342200000;15609070;15201024;76;2.39E+11;1;3;2;2;2;1;0;0;2;0;2;6;1;1
2019-03-17T01:00:00+01:00;15166400000;12507665;22449800;76;2.40E+11;2;3;2;0;2;2;1;0;2;0;2;7;4;4
2019-03-17T02:00:00+01:00;13665316666;9486040;17368046;76;2.40E+11;6;3;2;0;4;1;1;0;4;1;2;7;6;6
2019-03-17T03:00:00+01:00;12860183333;5068305;9922952;76;2.40E+11;2;5;3;0;2;1;0;0;2;0;1;5;2;2
2019-03-17T04:00:00+01:00;12258800000;3102395;5975022;76;2.40E+11;9;4;2;1;8;2;0;0;8;3;1;5;3;3
2019-03-17T05:00:00+01:00;13514150000;1953280;2153318;76;2.40E+11;1;1;0;0;1;0;0;0;0;0;0;4;0;0
2019-03-17T06:00:00+01:00;14220966666;2106214;1604642;76;2.40E+11;3;2;0;0;1;1;0;0;2;0;0;4;1;1
2019-03-17T07:00:00+01:00;15592516666;3424307;3198276;76;2.40E+11;1;3;1;0;1;2;4;0;1;0;0;5;1;1
2019-03-17T08:00:00+01:00;14588900000;7468834;7011601;76;2.40E+11;1;2;0;0;0;1;0;0;0;0;0;4;0;0
2019-03-17T09:00:00+01:00;15954216666;9472887;9558391;76;2.40E+11;1;4;1;0;1;3;0;0;2;0;0;5;1;1
2019-03-17T10:00:00+01:00;15721216666;15765111;25320482;76;2.40E+11;1;4;1;0;0;1;0;0;0;0;0;4;1;1
2019-03-17T11:00:00+01:00;16603933333;21090048;22148590;76;2.40E+11;1;5;1;0;0;0;0;0;0;0;1;6;1;1
2019-03-17T12:00:00+01:00;16701366666;21447662;21299575;76;2.40E+11;1;4;0;0;1;1;2;0;1;0;1;5;1;1
2019-03-17T13:00:00+01:00;16264400000;22767616;22611336;76;2.40E+11;1;4;1;0;1;1;0;0;0;0;1;5;1;1
2019-03-17T14:00:00+01:00;16866566666;24118254;25144934;75;2.36E+11;1;3;0;0;1;1;3;0;1;0;1;5;1;1
2019-03-17T15:00:00+01:00;17152633333;25331848;25279709;75;2.31E+11;1;3;0;0;0;1;0;0;1;0;1;5;2;2
2019-03-17T16:00:00+01:00;17141000000;26926267;26889198;75;2.31E+11;7;6;0;0;2;0;1;0;5;0;1;6;1;1
2019-03-17T17:00:00+01:00;17176266666;25936844;34872234;75;2.31E+11;1;4;1;0;0;1;0;0;1;1;1;5;1;1
2019-03-17T18:00:00+01:00;16694716666;27498308;29645312;75;2.31E+11;3;5;1;0;0;0;7;0;0;0;1;5;0;0
2019-03-17T19:00:00+01:00;16812016666;25128908;24732142;75;2.31E+11;1;4;0;0;0;2;0;0;0;0;1;5;1;1
2019-03-17T20:00:00+01:00;16982566666;31822882;32603596;75;2.31E+11;1;3;0;0;0;0;0;0;0;1;1;4;1;1
2019-03-17T21:00:00+01:00;17109250000;39597943;40106171;75;2.32E+11;1;5;3;0;0;0;0;0;2;0;2;5;2;2
2019-03-17T22:00:00+01:00;17856833333;38321390;37935342;75;2.32E+11;5;2;6;0;0;1;0;0;1;0;2;6;1;1
2019-03-17T23:00:00+01:00;16263450000;27200442;28854792;75;2.32E+11;2;2;5;0;1;1;1;0;4;0;2;6;1;1
2019-03-18T00:00:00+01:00;14381366666;12563558;14008064;75;2.32E+11;1;2;1;1;1;0;1;0;1;0;2;6;1;1
2019-03-18T01:00:00+01:00;13995916666;7054455;16272878;75;2.32E+11;2;2;1;0;1;1;7;0;2;0;2;8;4;4
2019-03-18T02:00:00+01:00;13996050000;6746476;14243753;75;2.32E+11;2;3;3;1;2;1;2;0;2;1;2;5;2;2
2019-03-18T03:00:00+01:00;14275683333;2441796;20803805;74;2.28E+11;2;3;8;2;2;2;1;0;1;0;2;6;4;4
2019-03-18T04:00:00+01:00;13229483333;2192887;22048091;74;2.28E+11;8;4;9;0;8;1;1;0;8;2;2;6;2;2
2019-03-18T05:00:00+01:00;13313566666;2172398;1702707;74;2.28E+11;0;4;0;0;1;1;0;0;0;0;0;5;0;0
2019-03-18T06:00:00+01:00;13354383333;2202572;1725644;74;2.28E+11;1;3;1;0;2;1;0;0;1;0;1;5;0;0
2019-03-18T07:00:00+01:00;14038566666;6768247;6679449;74;2.28E+11;1;6;0;0;1;2;0;0;1;1;1;6;1;1
2019-03-18T08:00:00+01:00;15044083333;10816102;13392725;74;2.28E+11;1;7;1;0;1;1;0;0;2;1;2;6;3;3
2019-03-18T09:00:00+01:00;15238500000;7724014;8459332;74;2.29E+11;1;6;0;1;1;0;1;0;1;0;2;6;5;5
2019-03-18T10:00:00+01:00;15024000000;7599854;7452313;75;2.31E+11;2;5;1;0;1;2;1;0;1;0;2;7;4;4
2019-03-18T11:00:00+01:00;14640533333;7892736;12508364;75;2.31E+11;1;6;3;0;1;1;1;0;1;2;2;6;2;2
2019-03-18T12:00:00+01:00;13881450000;18168422;17954833;75;2.31E+11;1;6;1;0;1;2;0;0;1;0;1;6;2;2
2019-03-18T13:00:00+01:00;13559300000;21554483;24930577;75;2.31E+11;1;6;6;1;1;1;9;2;1;0;4;8;1;1
2019-03-18T14:00:00+01:00;12167100000;9724980;11641432;75;2.31E+11;1;4;0;0;1;1;1;0;1;1;1;7;4;4
2019-03-18T15:00:00+01:00;12408183333;11996279;11853482;76;2.35E+11;1;3;1;0;1;1;0;1;1;0;2;9;1;1
2019-03-18T16:00:00+01:00;13210516666;7587054;15302707;76;2.35E+11;4;4;1;1;1;2;1;0;1;1;0;6;2;2
2019-03-18T17:00:00+01:00;14128866666;7390600;9310378;76;2.35E+11;1;4;1;0;1;1;0;0;1;2;0;5;3;3
2019-03-18T18:00:00+01:00;15315950000;21419268;31540466;76;2.42E+11;2;4;0;0;1;1;0;0;1;1;0;7;2;2
2019-03-18T19:00:00+01:00;17425066666;24481126;25064396;77;2.44E+11;1;4;1;0;0;1;0;0;0;1;0;6;1;1
2019-03-18T20:00:00+01:00;17841266666;26200337;26925653;77;2.44E+11;1;3;1;0;0;1;0;0;1;1;0;6;1;1
2019-03-18T21:00:00+01:00;18400833333;30455227;31583146;77;2.44E+11;1;2;8;0;0;2;25;0;1;0;0;6;2;2
2019-03-18T22:00:00+01:00;17470166666;27951923;27944277;77;2.44E+11;2;4;1;0;1;2;0;0;2;1;0;6;1;1
2019-03-18T23:00:00+01:00;15345033333;20738525;20376029;77;2.44E+11;1;2;1;0;0;1;0;0;1;0;0;6;1;1
2019-03-19T00:00:00+01:00;11391116666;12219477;11723298;77;2.44E+11;2;1;11;2;1;1;2;1;2;0;3;6;1;1
2019-03-19T01:00:00+01:00;11746916666;6480913;32833518;77;2.44E+11;2;1;3;1;2;1;1;1;3;0;2;7;5;5
2019-03-19T02:00:00+01:00;11639683333;8849720;21270146;77;2.44E+11;2;5;2;1;3;4;4;0;3;1;2;7;2;2
2019-03-19T03:00:00+01:00;11276200000;3012360;4659588;77;2.44E+11;2;6;6;0;2;1;3;0;2;0;2;7;2;2
2019-03-19T04:00:00+01:00;11360633333;1962530;4338705;77;2.44E+11;4;5;2;1;4;1;3;0;12;1;1;6;3;3
2019-03-19T05:00:00+01:00;10743616666;1760972;1227588;77;2.45E+11;1;2;0;0;1;1;0;1;1;0;0;5;4;4
2019-03-19T06:00:00+01:00;11025066666;1837226;1326011;77;2.45E+11;1;2;1;0;1;0;0;0;1;0;0;5;4;4
2019-03-19T07:00:00+01:00;12928416666;7236761;6694997;77;2.45E+11;1;5;0;1;1;2;0;1;2;0;0;5;4;4
2019-03-19T08:00:00+01:00;13592550000;6172928;6961902;77;2.45E+11;2;4;1;0;1;1;1;0;1;0;0;6;4;4
2019-03-19T09:00:00+01:00;14091733333;6440243;7225634;77;2.46E+11;2;5;1;1;2;2;0;0;4;0;1;7;6;6
2019-03-19T10:00:00+01:00;13598316666;10697523;10280157;78;2.51E+11;3;5;1;1;1;2;0;0;2;0;1;7;6;6
2019-03-19T11:00:00+01:00;13819300000;8076253;7408136;79;2.56E+11;1;5;1;0;2;2;0;0;1;0;0;6;5;5
2019-03-19T12:00:00+01:00;16228716666;15208123;16549614;78;2.48E+11;2;6;0;0;1;2;1;0;6;0;0;6;4;4
2019-03-19T13:00:00+01:00;17565416666;23726421;25578513;78;2.47E+11;1;4;1;3;1;0;1;0;1;0;0;7;5;5
2019-03-19T14:00:00+01:00;16345850000;14908654;16362274;77;2.47E+11;1;3;1;0;1;1;1;0;2;0;1;7;6;6
2019-03-19T15:00:00+01:00;15054083333;11165218;12080554;77;2.41E+11;1;3;2;0;1;1;0;1;1;1;1;6;5;5
2019-03-19T16:00:00+01:00;15133516666;6815379;15986792;77;2.41E+11;2;5;1;1;1;2;2;1;3;1;1;7;5;5
2019-03-19T17:00:00+01:00;14422033333;9058986;9845060;77;2.41E+11;1;3;1;1;1;2;0;0;1;0;0;6;5;5
2019-03-19T18:00:00+01:00;15386316666;17642683;26798489;77;2.41E+11;2;5;5;1;1;2;0;0;2;0;1;5;5;5
2019-03-19T19:00:00+01:00;17194183333;20718036;21140237;77;2.41E+11;1;3;1;0;0;2;0;1;0;0;0;7;4;4
2019-03-19T20:00:00+01:00;17727950000;25395968;27046297;77;2.41E+11;1;3;2;0;0;0;0;0;0;2;0;7;4;4
2019-03-19T21:00:00+01:00;17800850000;26804480;26823833;77;2.41E+11;1;2;0;0;1;2;1;0;1;0;0;6;5;5
2019-03-19T22:00:00+01:00;17176016666;25044411;25735987;77;2.41E+11;1;3;1;0;0;1;0;0;0;0;0;5;4;4
2019-03-19T23:00:00+01:00;15371833333;17463893;16956398;77;2.41E+11;1;3;1;1;1;2;0;0;2;0;0;5;5;5
2019-03-20T00:00:00+01:00;11948883333;9052791;8584533;77;2.41E+11;2;2;3;2;1;2;1;1;2;0;1;7;5;5
2019-03-20T01:00:00+01:00;11329950000;6273416;21437184;77;2.40E+11;2;2;2;0;2;1;1;1;2;1;1;7;9;9
2019-03-20T02:00:00+01:00;11022800000;3776682;3387221;77;2.41E+11;3;3;3;1;3;2;1;0;4;0;2;6;8;8
2019-03-20T03:00:00+01:00;11540733333;2924127;4077394;77;2.41E+11;3;7;2;4;3;1;1;0;4;1;2;6;6;6
2019-03-20T04:00:00+01:00;11361933333;2225046;3553227;77;2.41E+11;9;5;2;0;16;3;3;0;12;3;1;5;3;3
2019-03-20T05:00:00+01:00;11075750000;1731328;1243938;77;2.41E+11;1;1;0;0;1;1;0;0;1;0;0;5;1;1
2019-03-20T06:00:00+01:00;11555383333;2923537;1351782;77;2.41E+11;1;4;3;0;2;1;0;0;1;0;2;5;2;2
2019-03-20T07:00:00+01:00;13347716666;7070600;14565376;77;2.41E+11;1;6;1;0;1;1;0;0;2;1;0;6;2;2
2019-03-20T08:00:00+01:00;14126583333;4624571;5578069;77;2.41E+11;1;6;0;1;1;1;0;0;1;0;0;6;2;2
2019-03-20T09:00:00+01:00;14112650000;5181030;6302122;77;2.42E+11;1;8;1;0;1;1;0;0;1;0;1;8;5;5
2019-03-20T10:00:00+01:00;14352750000;6226184;8885459;78;2.43E+11;2;5;2;1;2;1;0;0;2;0;2;7;4;4
2019-03-20T11:00:00+01:00;13632800000;5727146;5940514;78;2.43E+11;2;7;1;0;2;1;1;0;1;1;1;6;2;2
2019-03-20T12:00:00+01:00;17166100000;13954594;15224234;78;2.43E+11;1;6;1;0;1;4;0;0;2;1;0;7;2;2
2019-03-20T13:00:00+01:00;19357133333;21508590;21862041;78;2.43E+11;1;5;2;0;0;3;0;0;1;2;1;6;1;1
2019-03-20T14:00:00+01:00;17061900000;12600250;14291464;78;2.43E+11;2;3;1;0;1;1;1;0;2;1;1;7;2;2
2019-03-20T15:00:00+01:00;15737700000;10468369;12896034;78;2.43E+11;1;3;1;0;1;1;1;0;1;0;0;8;0;0
2019-03-20T16:00:00+01:00;17021333333;14541209;10620757;78;2.44E+11;2;4;1;0;3;1;1;0;2;2;1;7;1;1
2019-03-20T17:00:00+01:00;16091716666;12751001;11554508;78;2.44E+11;1;4;0;0;1;0;0;0;0;1;0;6;2;2
2019-03-20T18:00:00+01:00;20818450000;16247842;26804449;77;2.45E+11;10;9;7;4;10;6;4;1;12;8;6;11;20;20
2019-03-20T19:00:00+01:00;17835150000;22799650;26000742;77;2.44E+11;2;5;2;1;1;2;1;0;1;2;1;6;2;2
2019-03-20T20:00:00+01:00;18415700000;27493102;28622301;77;2.44E+11;1;3;3;1;0;2;0;0;1;1;0;6;1;1
2019-03-20T21:00:00+01:00;18540566666;26789102;27276953;77;2.44E+11;1;3;1;1;1;1;0;0;1;0;1;7;2;2
2019-03-20T22:00:00+01:00;18665150000;31128456;31489536;77;2.44E+11;3;2;3;1;2;2;1;0;3;1;1;6;2;2
2019-03-20T23:00:00+01:00;16964383333;25066086;25115938;77;2.44E+11;1;2;1;0;1;1;0;0;3;0;0;6;0;0
2019-03-21T00:00:00+01:00;14190916666;13840349;13439726;77;2.44E+11;1;3;4;1;1;1;2;4;2;4;1;7;0;0
2019-03-21T01:00:00+01:00;13739966666;9168844;26173252;77;2.44E+11;2;1;2;0;2;2;1;1;2;1;2;7;2;2
2019-03-21T02:00:00+01:00;11787683333;4636672;4227245;77;2.45E+11;3;3;7;1;4;2;3;1;4;1;3;6;2;2
2019-03-21T03:00:00+01:00;14174616666;7534362;4404700;79;2.60E+11;6;7;4;1;8;2;4;1;10;2;3;7;3;3
2019-03-21T04:00:00+01:00;12963450000;3126852;8391987;79;2.58E+11;8;5;3;0;14;3;1;0;10;2;2;6;4;4
2019-03-21T05:00:00+01:00;13257700000;3094425;2639308;79;2.48E+11;2;2;7;1;4;1;4;1;1;0;1;6;0;0
2019-03-21T06:00:00+01:00;12461866666;2125363;2288110;79;2.48E+11;1;5;5;0;2;0;0;0;1;0;0;5;1;1
2019-03-21T07:00:00+01:00;12972300000;8504129;15090948;79;2.48E+11;1;6;1;0;1;2;0;0;1;1;1;6;1;1
2019-03-21T08:00:00+01:00;14235900000;8321853;8036069;79;2.48E+11;1;6;2;0;1;1;0;0;2;1;1;7;2;2
2019-03-21T09:00:00+01:00;14531400000;8207701;9807360;79;2.48E+11;3;6;22;1;4;2;32;2;4;1;3;9;3;3
2019-03-21T10:00:00+01:00;14088183333;7170986;18739438;78;2.47E+11;2;5;5;3;2;1;6;0;2;2;1;7;2;2
2019-03-21T11:00:00+01:00;14950783333;10472106;12303291;78;2.37E+11;1;6;2;0;1;0;0;0;1;1;0;6;3;3
2019-03-21T12:00:00+01:00;15174800000;14051796;16121751;78;2.37E+11;1;7;59;0;0;1;0;0;2;1;3;6;1;1
2019-03-21T13:00:00+01:00;16116300000;20707840;20493499;78;2.37E+11;1;6;1;1;1;3;0;0;1;1;0;7;2;2
2019-03-21T14:00:00+01:00;16572133333;20452198;20149845;78;2.37E+11;1;6;1;3;1;1;2;1;1;0;0;8;3;3
2019-03-21T15:00:00+01:00;17426966666;17961103;17352686;78;2.37E+11;2;7;2;4;2;3;1;0;3;3;1;8;4;4
2019-03-21T16:00:00+01:00;17698483333;20354389;19759086;78;2.38E+11;2;5;2;3;1;1;0;1;1;0;1;8;5;5
2019-03-21T17:00:00+01:00;16265250000;21003878;20779008;78;2.37E+11;1;4;1;1;1;1;2;0;1;0;0;7;2;2
2019-03-21T18:00:00+01:00;16100616666;17616844;20853333;78;2.37E+11;1;5;0;1;0;1;0;0;1;1;0;7;2;2
2019-03-21T19:00:00+01:00;16212716666;24239769;24299144;78;2.37E+11;1;4;2;1;0;1;0;0;1;2;0;6;1;1
2019-03-21T20:00:00+01:00;15829683333;23916155;23611091;78;2.37E+11;1;3;0;0;0;1;0;0;1;0;0;6;1;1
2019-03-21T21:00:00+01:00;16044750000;25040213;24641262;78;2.37E+11;1;2;0;1;0;1;0;0;1;0;0;7;3;3
2019-03-21T22:00:00+01:00;15664100000;27781666;27633646;78;2.37E+11;1;4;2;1;1;1;3;1;3;1;1;6;2;2
2019-03-21T23:00:00+01:00;15286166666;20187630;20151466;78;2.37E+11;1;1;1;1;1;1;0;0;1;1;0;5;0;0
2019-03-22T00:00:00+01:00;11396716666;11841587;13660364;78;2.37E+11;2;1;2;2;1;1;1;0;2;1;2;9;0;0
2019-03-22T01:00:00+01:00;11681266666;7118353;31222323;78;2.37E+11;2;2;9;1;2;2;0;0;3;0;6;7;2;2
2019-03-22T02:00:00+01:00;11880133333;3296785;14380100;78;2.37E+11;2;6;4;1;3;2;4;1;5;1;2;7;1;1
2019-03-22T03:00:00+01:00;11122733333;2996514;16156620;78;2.37E+11;2;4;2;1;3;1;2;0;2;1;2;7;2;2
2019-03-22T04:00:00+01:00;10462350000;4822545;3335833;78;2.39E+11;6;5;4;0;8;2;1;0;9;0;1;6;4;4
2019-03-22T05:00:00+01:00;10589316666;1694361;2111488;79;2.41E+11;1;3;1;0;1;1;0;0;1;0;0;5;1;1
2019-03-22T06:00:00+01:00;10538016666;3013137;2804633;79;2.41E+11;1;3;1;0;2;1;1;0;3;0;0;5;1;1
2019-03-22T07:00:00+01:00;11616583333;7665715;18887270;79;2.41E+11;1;6;1;0;1;2;0;0;2;1;1;6;1;1
2019-03-22T08:00:00+01:00;16083083333;5571464;6508765;78;2.41E+11;1;6;1;0;1;1;1;0;2;0;1;9;3;3
2019-03-22T09:00:00+01:00;14452433333;5662720;4840857;78;2.41E+11;1;6;2;1;2;1;0;0;2;0;1;7;2;2
2019-03-22T10:00:00+01:00;13311533333;8587963;6434901;78;2.41E+11;1;5;2;0;1;1;2;0;2;1;1;7;2;2
2019-03-22T11:00:00+01:00;16213166666;7278203;7023810;79;2.43E+11;2;5;1;1;2;1;0;0;3;2;1;7;4;4
2019-03-22T12:00:00+01:00;13096783333;4809676;4380723;79;2.43E+11;1;6;1;0;1;2;0;0;4;1;1;6;2;2
2019-03-22T13:00:00+01:00;15434500000;16188138;14212113;79;2.43E+11;2;5;2;1;1;1;0;0;4;1;1;6;2;2
2019-03-22T14:00:00+01:00;14264200000;12343521;11063122;79;2.43E+11;2;4;2;1;2;2;1;0;3;1;1;7;2;2
2019-03-22T15:00:00+01:00;13717450000;9217877;8239018;79;2.43E+11;1;3;2;0;1;1;1;0;1;0;0;6;2;2
2019-03-22T16:00:00+01:00;13839900000;7286340;4884838;79;2.44E+11;2;4;2;0;2;1;1;0;3;0;1;6;2;2
2019-03-22T17:00:00+01:00;13673400000;6441301;7449139;79;2.43E+11;1;5;1;0;1;1;1;0;2;0;0;6;4;4
2019-03-22T18:00:00+01:00;12418783333;13393783;24398028;79;2.44E+11;1;3;1;0;1;1;1;0;2;0;0;5;1;1
2019-03-22T19:00:00+01:00;15845100000;21882436;30768025;79;2.43E+11;1;4;0;0;1;1;0;0;1;0;0;5;1;1
2019-03-22T20:00:00+01:00;17646266666;24378402;24146653;79;2.43E+11;1;2;1;0;0;0;0;0;1;1;0;6;0;0
2019-03-22T21:00:00+01:00;17304100000;26445476;26418193;78;2.42E+11;1;2;1;0;0;0;1;0;1;0;0;6;1;1
2019-03-22T22:00:00+01:00;15902483333;25659851;25981475;78;2.41E+11;1;2;0;0;1;2;0;0;1;0;0;5;1;1
2019-03-22T23:00:00+01:00;15060666666;26777131;22166632;79;2.53E+11;2;3;0;0;1;1;1;0;2;2;0;5;0;0
2019-03-23T00:00:00+01:00;13103983333;16717482;31889595;79;2.54E+11;2;1;5;1;2;1;4;4;2;2;2;8;1;1
2019-03-23T01:00:00+01:00;11775400000;6913041;34630570;79;2.54E+11;1;1;2;0;1;2;0;0;2;1;1;6;2;2
2019-03-23T02:00:00+01:00;11158950000;3761527;19749563;79;2.54E+11;3;5;2;0;4;1;1;0;4;1;2;7;1;1
2019-03-23T03:00:00+01:00;12758066666;2585890;9754606;79;2.54E+11;2;5;2;2;3;1;1;0;3;2;2;6;4;4
2019-03-23T04:00:00+01:00;11752050000;1357141;5254912;79;2.54E+11;9;4;2;0;12;2;1;0;15;1;1;5;4;4
2019-03-23T05:00:00+01:00;10815166666;1227195;2697591;79;2.54E+11;1;4;1;0;1;1;1;0;1;0;0;5;1;1
2019-03-23T06:00:00+01:00;11646333333;1377570;3842645;79;2.54E+11;1;4;0;0;1;0;1;1;1;1;0;5;0;0
2019-03-23T07:00:00+01:00;11219850000;2243142;6283917;79;2.54E+11;1;3;1;0;1;1;0;0;1;0;0;5;1;1
2019-03-23T08:00:00+01:00;12716550000;6769322;6871722;79;2.54E+11;1;4;1;0;1;0;1;0;1;0;1;5;1;1
2019-03-23T09:00:00+01:00;15168250000;11822984;23585160;79;2.54E+11;1;4;0;1;0;1;0;0;1;0;0;6;1;1
2019-03-23T10:00:00+01:00;16912866666;16631466;41122304;79;2.54E+11;1;5;2;0;1;1;3;0;2;1;0;6;1;1
2019-03-23T11:00:00+01:00;16246633333;19889851;32458018;78;2.46E+11;1;5;3;0;1;0;12;0;2;0;1;5;0;0
2019-03-23T12:00:00+01:00;16279983333;20390929;19793646;78;2.44E+11;1;4;1;0;0;0;0;0;1;0;0;4;0;0
2019-03-23T13:00:00+01:00;15840316666;20017220;20439995;78;2.44E+11;1;5;1;1;1;1;1;0;1;1;1;5;1;1
2019-03-23T14:00:00+01:00;15870866666;18346427;18225800;78;2.44E+11;1;5;3;1;1;1;0;0;2;0;1;6;2;2
2019-03-23T15:00:00+01:00;15854466666;14872610;14711432;78;2.44E+11;1;3;2;0;0;0;1;0;1;0;0;5;0;0
2019-03-23T16:00:00+01:00;15479233333;14975556;15360768;78;2.44E+11;1;4;1;1;0;1;1;0;1;0;0;4;1;1
2019-03-23T17:00:00+01:00;17809916666;21693440;21753907;78;2.44E+11;1;3;1;0;1;1;0;0;2;0;0;5;0;0
2019-03-23T18:00:00+01:00;16823900000;17734041;19133508;78;2.44E+11;1;3;2;0;0;1;1;0;1;0;1;5;0;0
2019-03-23T19:00:00+01:00;16109016666;19957794;20652134;78;2.44E+11;1;3;1;2;0;1;0;0;1;0;0;5;1;1
2019-03-23T20:00:00+01:00;15120900000;20607214;20531677;78;2.44E+11;1;2;1;0;1;1;0;0;1;0;0;5;1;1
2019-03-23T21:00:00+01:00;15338716666;23033651;23334997;78;2.44E+11;1;4;0;0;0;2;0;0;2;0;0;4;0;0
2019-03-23T22:00:00+01:00;14239650000;22012672;21675400;78;2.44E+11;1;2;0;0;0;3;0;0;1;0;0;4;0;0
2019-03-23T23:00:00+01:00;13070550000;21303620;21265459;78;2.44E+11;1;2;4;0;2;0;0;0;1;1;0;4;0;0
2019-03-24T00:00:00+01:00;12870766666;13963639;14292684;78;2.45E+11;1;3;3;2;1;1;3;0;3;0;2;6;1;1
2019-03-24T01:00:00+01:00;13711833333;11612040;31685017;79;2.48E+11;2;2;3;1;2;1;3;0;3;1;2;7;2;2
2019-03-24T02:00:00+01:00;11661216666;5457612;9487274;79;2.48E+11;4;2;2;0;3;1;1;0;3;1;2;5;2;2
2019-03-24T03:00:00+01:00;12393883333;3402086;5840657;79;2.48E+11;2;3;3;0;2;1;1;0;3;0;1;6;1;1
