Time;CPU usage;Number of bytes received;Number of bytes transmitted;Used memory;Average read latency of the datastore LUN_080;Average write latency of the datastore LUN_080
2019-05-20T16:00:00+02:00;13316000000;7015936;6444032;238804795392;4;3
2019-05-20T16:02:00+02:00;14623500000;5298176;5344256;238843592704;6;1
2019-05-20T16:04:00+02:00;15316000000;6012416;5604352;238884487168;7.5;1.5
2019-05-20T16:06:00+02:00;17027500000;5047296;4714496;238892875776;6;1
2019-05-20T16:08:00+02:00;15815000000;5578752;4715520;238891302912;6.5;1
2019-05-20T16:10:00+02:00;18703000000;4630528;4032512;238912274432;6;0.5
2019-05-20T16:12:00+02:00;16765500000;5549056;5730304;238878195712;6.5;1
2019-05-20T16:14:00+02:00;18009500000;6505472;6378496;238893400064;2.5;1
2019-05-20T16:16:00+02:00;19341000000;5621248;5723136;238896021504;9.5;8
2019-05-20T16:18:00+02:00;16650000000;6475264;6078464;238837825536;5;1.5
2019-05-20T16:20:00+02:00;18352500000;5242368;5969408;238822621184;7.5;1
2019-05-20T16:22:00+02:00;14598000000;6061056;101648384;238821048320;4;5.5
2019-05-20T16:24:00+02:00;16563500000;7959040;107500032;238819475456;0;1
2019-05-20T16:26:00+02:00;16455500000;8141824;10793984;238820524032;3.5;6.5
2019-05-20T16:28:00+02:00;15692500000;5961216;5528064;238820524032;0.5;0.5
2019-05-20T16:30:00+02:00;17433000000;9863168;10552832;238821572608;1.5;1
2019-05-20T16:32:00+02:00;17202500000;10777088;11199488;238817378304;4;1
2019-05-20T16:34:00+02:00;18656000000;10389504;10307584;238813184000;4;0
2019-05-20T16:36:00+02:00;14193000000;11233280;10983936;238811611136;2;1
2019-05-20T16:38:00+02:00;16550500000;9433088;9445376;238812659712;1;0
2019-05-20T16:40:00+02:00;15212500000;10088448;9417728;238810038272;2;0.5
2019-05-20T16:42:00+02:00;15072500000;8096256;8122368;238815281152;3;1
2019-05-20T16:44:00+02:00;15350500000;9502720;12632064;238812659712;0;1
2019-05-20T16:46:00+02:00;15644000000;11611648;11629568;238808989696;2.5;2.5
2019-05-20T16:48:00+02:00;15751500000;11905536;11521024;238809513984;1;2
2019-05-20T16:50:00+02:00;16114000000;10266624;9901568;238810038272;1;1
2019-05-20T16:52:00+02:00;17761000000;9000448;10320384;238806892544;2.5;2
2019-05-20T16:54:00+02:00;14135000000;8470528;9430016;238807416832;2;0.5
2019-05-20T16:56:00+02:00;15789000000;7623168;7267840;238807416832;0;1
2019-05-20T16:58:00+02:00;14835500000;9490432;9929728;238806892544;2.5;1
2019-05-20T17:00:00+02:00;13777000000;8655360;8160256;238806368256;0;6
2019-05-20T17:02:00+02:00;13654500000;7050240;7320576;238818951168;3.5;7
2019-05-20T17:04:00+02:00;14898000000;8237568;9253376;238805843968;0.5;1
2019-05-20T17:06:00+02:00;18342500000;8747008;7753728;238803746816;3;14
2019-05-20T17:08:00+02:00;14063500000;10015232;8374784;238801649664;3;4
2019-05-20T17:10:00+02:00;17011000000;8599040;8466944;238800601088;3;6
2019-05-20T17:12:00+02:00;14324500000;8455168;9164800;238800076800;5.5;9
2019-05-20T17:14:00+02:00;17316000000;11182592;9221632;238794309632;2;14.5
2019-05-20T17:16:00+02:00;17562000000;8332288;8344576;238793261056;6;53
2019-05-20T17:18:00+02:00;17029500000;10938880;10872832;238792212480;1;6
2019-05-20T17:20:00+02:00;19015000000;9688576;10071552;238791163904;0.5;2
2019-05-20T17:22:00+02:00;18426000000;10606080;11484160;238791163904;4.5;3.5
2019-05-20T17:24:00+02:00;18669000000;10333184;10901504;238789066752;3;9
2019-05-20T17:26:00+02:00;18171500000;9787392;9971712;238788018176;3;9.5
2019-05-20T17:28:00+02:00;20099000000;9934336;9831424;238785396736;0;2
2019-05-20T17:30:00+02:00;19117500000;9181184;9231360;238779105280;2;0.5
2019-05-20T17:32:00+02:00;19291500000;9733632;9393152;238780678144;3.5;2
2019-05-20T17:34:00+02:00;20975500000;72389632;9075200;238783299584;2.5;6
2019-05-20T17:36:00+02:00;19132000000;42277376;9423872;238783823872;4.5;3
2019-05-20T17:38:00+02:00;18706000000;9354752;9745408;238779629568;2;1
2019-05-20T17:40:00+02:00;18811500000;9728000;9603072;234534993920;5;1
2019-05-20T17:42:00+02:00;18222500000;9179136;8609280;234521362432;5;1
2019-05-20T17:44:00+02:00;16614500000;9724928;9243648;234523459584;3.5;1.5
2019-05-20T17:46:00+02:00;20160000000;8407552;8496640;234525556736;6;2
2019-05-20T17:48:00+02:00;18665000000;9956864;9432064;234525556736;3.5;1
2019-05-20T17:50:00+02:00;20218500000;10610688;9875968;234531848192;6;8
2019-05-20T17:52:00+02:00;22286000000;7751680;8908800;234546003968;8;0
2019-05-20T17:54:00+02:00;21191000000;8629248;9418752;234550198272;5;13.5
2019-05-20T17:56:00+02:00;23399000000;7014912;8017408;234548101120;8;1
2019-05-20T17:58:00+02:00;20039000000;5502976;5344256;234548101120;7.5;1.5
2019-05-20T18:00:00+02:00;17480500000;8558592;9196032;234548101120;6;5
2019-05-20T18:02:00+02:00;15948000000;7093248;6914048;234550198272;8.5;5.5
2019-05-20T18:04:00+02:00;17052000000;7418880;7005696;234548625408;2.5;0.5
2019-05-20T18:06:00+02:00;18506500000;7483392;8306688;234551246848;8;6
2019-05-20T18:08:00+02:00;17054000000;9257984;9675264;234556489728;4.5;1
2019-05-20T18:10:00+02:00;19643500000;11793408;11608064;234564878336;6;1
2019-05-20T18:12:00+02:00;16324000000;14365696;13713408;234572218368;9;3
2019-05-20T18:14:00+02:00;19070000000;16692736;16492032;234571694080;5;0.5
2019-05-20T18:16:00+02:00;19161000000;11611136;11170816;234572742656;3.5;5.5
2019-05-20T18:18:00+02:00;19331500000;16127488;20049920;234574839808;0;0.5
2019-05-20T18:20:00+02:00;19569500000;14756352;14763008;234574315520;2;0.5
2019-05-20T18:22:00+02:00;18898500000;15769088;15491072;234570121216;5;1
2019-05-20T18:24:00+02:00;19367000000;14001152;13508608;234568024064;3;3
2019-05-20T18:26:00+02:00;18933500000;21017600;15575040;234576412672;6.5;1
2019-05-20T18:28:00+02:00;20903000000;15107584;14864896;234571169792;4;0.5
2019-05-20T18:30:00+02:00;18632000000;18695168;27365376;234570645504;2;1
2019-05-20T18:32:00+02:00;19604000000;19594752;19250176;234572742656;5;0
2019-05-20T18:34:00+02:00;19693000000;17457664;17029120;234570121216;3.5;0
2019-05-20T18:36:00+02:00;20920000000;17837568;17482240;234574839808;5.5;2
2019-05-20T18:38:00+02:00;19974000000;15998976;15703040;234579034112;6.5;0
2019-05-20T18:40:00+02:00;20013500000;18066432;17611776;234583228416;6.5;0.5
2019-05-20T18:42:00+02:00;21399000000;19644928;19278336;234580606976;0;2
2019-05-20T18:44:00+02:00;18885500000;19623936;19128320;234579558400;3;0.5
2019-05-20T18:46:00+02:00;19797000000;18348544;18075136;234581131264;8;3
2019-05-20T18:48:00+02:00;19320000000;20372480;20156416;234587947008;3;0.5
2019-05-20T18:50:00+02:00;21999500000;19872256;19441152;234586898432;4.5;3
2019-05-20T18:52:00+02:00;20187500000;17661952;17267712;234585849856;4.5;2.5
2019-05-20T18:54:00+02:00;18218000000;18498560;18019328;234585849856;6;0.5
2019-05-20T18:56:00+02:00;20288000000;21461504;21488640;234586374144;5.5;1
2019-05-20T18:58:00+02:00;19071500000;19622912;19197952;234586898432;3;5
2019-05-20T19:00:00+02:00;18514500000;20107264;20806656;234585849856;2;0
2019-05-20T19:02:00+02:00;18499000000;19878912;19894272;234586898432;6;2.5
2019-05-20T19:04:00+02:00;23083500000;21031936;21057024;234586898432;4;2
2019-05-20T19:06:00+02:00;18604000000;20950016;20900864;234588471296;9;2.5
2019-05-20T19:08:00+02:00;19136000000;17556480;17134080;234580082688;5.5;1.5
2019-05-20T19:10:00+02:00;21157000000;22981632;22478336;234581131264;5;0
2019-05-20T19:12:00+02:00;18239000000;22882816;22382592;234581131264;2.5;2
2019-05-20T19:14:00+02:00;21334000000;21536256;21493760;234580606976;4;0
2019-05-20T19:16:00+02:00;19024000000;21159424;20861440;234578509824;0.5;1
2019-05-20T19:18:00+02:00;20114000000;22109696;22133248;234578509824;3;1
2019-05-20T19:20:00+02:00;21677000000;22232064;22047744;234580082688;3;0.5
2019-05-20T19:22:00+02:00;22101000000;24500736;24412160;234578509824;1;2
2019-05-20T19:24:00+02:00;20643000000;26144768;26414080;234575888384;2.5;0.5
2019-05-20T19:26:00+02:00;20568000000;24531968;24009216;234579034112;5.5;0
2019-05-20T19:28:00+02:00;22104000000;25180160;28309504;234586898432;3.5;1
2019-05-20T19:30:00+02:00;22621000000;27864576;30985216;234596859904;18.5;6
2019-05-20T19:32:00+02:00;24657000000;24899072;24564736;234616782848;7.5;0
2019-05-20T19:34:00+02:00;19575000000;23721472;23539712;234615209984;5.5;0.5
2019-05-20T19:36:00+02:00;22079500000;27289088;27011584;234614161408;6;1
2019-05-20T19:38:00+02:00;22855000000;22798336;22939648;234585849856;4.5;0
2019-05-20T19:40:00+02:00;23853000000;25628672;25048576;234604199936;0;1
2019-05-20T19:42:00+02:00;20478500000;24422400;24271872;234607345664;2.5;1
2019-05-20T19:44:00+02:00;22124500000;23092736;22899200;234598957056;2;0
2019-05-20T19:46:00+02:00;22672000000;23278080;23104000;234600529920;7;4
2019-05-20T19:48:00+02:00;20105500000;23674368;23889920;234597908480;2;1
2019-05-20T19:50:00+02:00;23917500000;27249152;27124736;234597908480;2.5;1
2019-05-20T19:52:00+02:00;22807500000;26101760;26232832;234599481344;4.5;2
2019-05-20T19:54:00+02:00;22424000000;26565120;26349568;234597908480;3;0.5
2019-05-20T19:56:00+02:00;21654500000;32142336;32518144;234597384192;3;2
2019-05-20T19:58:00+02:00;21868500000;31708160;31848448;234589519872;1.5;1
2019-05-20T20:00:00+02:00;21461000000;30747648;30122496;234593189888;0.5;1
2019-05-20T20:02:00+02:00;22878000000;30151680;29524992;234588471296;3;1
2019-05-20T20:04:00+02:00;22551500000;26581504;27321856;234592141312;3.5;1
2019-05-20T20:06:00+02:00;22301500000;24262144;25339904;234600005632;1.5;2
2019-05-20T20:08:00+02:00;22982000000;30325248;30867456;234621501440;3;1
2019-05-20T20:10:00+02:00;21734500000;31668224;31353856;234623074304;2;0.5
2019-05-20T20:12:00+02:00;23540500000;31156224;31034880;234614161408;5;1.5
2019-05-20T20:14:00+02:00;23368500000;33906688;34381824;234623074304;7.5;0
2019-05-20T20:16:00+02:00;24396000000;32656384;32452608;234618355712;4.5;3.5
2019-05-20T20:18:00+02:00;25260000000;31045120;30989824;234618880000;4;3.5
2019-05-20T20:20:00+02:00;23993000000;30529536;30685184;234620452864;1;0.5
2019-05-20T20:22:00+02:00;23306000000;35756544;35200000;234618355712;0.5;1
2019-05-20T20:24:00+02:00;20132500000;31812608;31574016;234618355712;3.5;0
2019-05-20T20:26:00+02:00;22584000000;35140608;34480640;234622025728;1;3
2019-05-20T20:28:00+02:00;20792000000;36805632;36272128;234617831424;0.5;0.5
2019-05-20T20:30:00+02:00;21814500000;35798528;35403776;234617307136;4;4.5
2019-05-20T20:32:00+02:00;21017500000;34939392;34699776;234612588544;55;4
2019-05-20T20:34:00+02:00;19506500000;34139648;33905664;234613112832;1;1
2019-05-20T20:36:00+02:00;20520500000;29736960;29414912;234615734272;3;1
2019-05-20T20:38:00+02:00;20887000000;29992448;29897216;234617307136;1.5;0
2019-05-20T20:40:00+02:00;26640500000;28675584;28631040;234615734272;0;1
2019-05-20T20:42:00+02:00;22381000000;27805696;27746304;234612588544;9;2
2019-05-20T20:44:00+02:00;23968000000;29826560;29664256;234628317184;1;0.5
2019-05-20T20:46:00+02:00;23648500000;29563904;29766656;234614161408;17.5;9.5
2019-05-20T20:48:00+02:00;23848000000;31021056;30926336;234607869952;1;11.5
2019-05-20T20:50:00+02:00;23174500000;36043264;36031488;234614685696;3.5;7
2019-05-20T20:52:00+02:00;23762000000;35611648;35724800;234616258560;16;69.5
2019-05-20T20:54:00+02:00;23986000000;32918016;32500224;234620977152;1;1
2019-05-20T20:56:00+02:00;21993500000;32404480;32402432;234625171456;4;2.5
2019-05-20T20:58:00+02:00;22451000000;35080192;35023360;234613112832;2;1
2019-05-20T21:00:00+02:00;22174000000;33697792;33461248;234608918528;0.5;0.5
2019-05-20T21:02:00+02:00;24551500000;37710336;46435840;234577985536;4;1.5
2019-05-20T21:04:00+02:00;26606500000;36247040;54098432;234562256896;5.5;1
2019-05-20T21:06:00+02:00;26623500000;34876928;56265216;234557538304;4.5;1
2019-05-20T21:08:00+02:00;23819000000;32746496;57394176;234554916864;4.5;1
2019-05-20T21:10:00+02:00;22811000000;36167680;63340544;234542333952;3;1.5
2019-05-20T21:12:00+02:00;23426500000;36712448;61763072;234531323904;2;1
2019-05-20T21:14:00+02:00;24687000000;37011456;63850496;234518740992;1;1
2019-05-20T21:16:00+02:00;24146000000;35491840;62386688;234509303808;6;0.5
2019-05-20T21:18:00+02:00;23193500000;35276800;63200768;234512973824;1;0.5
2019-05-20T21:20:00+02:00;21206500000;35465216;63452672;234514022400;1;1
2019-05-20T21:22:00+02:00;22566000000;38841344;61178880;234518216704;1;1
2019-05-20T21:24:00+02:00;22841500000;36008960;55593472;234515070976;1.5;3
2019-05-20T21:26:00+02:00;24430000000;35812352;54385664;234515070976;1.5;2
2019-05-20T21:28:00+02:00;22042000000;34235392;54594048;234516643840;1.5;1
2019-05-20T21:30:00+02:00;24686500000;40979456;58687488;234515070976;1;1
2019-05-20T21:32:00+02:00;22779500000;34900992;51251200;234512449536;1.5;2.5
2019-05-20T21:34:00+02:00;24023000000;34398720;45173248;234507206656;1;1
2019-05-20T21:36:00+02:00;23955500000;35093504;36969472;234509303808;6.5;3.5
2019-05-20T21:38:00+02:00;23183500000;33788416;31942144;234512449536;0;0.5
2019-05-20T21:40:00+02:00;25092000000;35166720;35839488;234510876672;0;0.5
2019-05-20T21:42:00+02:00;22291000000;34671104;35096064;234508255232;2;3.5
2019-05-20T21:44:00+02:00;25611500000;35900928;36569600;234506682368;1;2
2019-05-20T21:46:00+02:00;22372000000;35503104;35781632;234510876672;0.5;1.5
2019-05-20T21:48:00+02:00;24798500000;35445248;36505600;234510876672;0;0.5
2019-05-20T21:50:00+02:00;22384000000;32678912;35789824;234527129600;2.5;1
2019-05-20T21:52:00+02:00;23505000000;36596736;37926912;234529751040;0;0
2019-05-20T21:54:00+02:00;23898000000;36589568;37060608;234533945344;0.5;0.5
2019-05-20T21:56:00+02:00;23957500000;35130368;35913216;234536566784;2;0.5
2019-05-20T21:58:00+02:00;22979500000;39518720;39398400;234541285376;2;0
2019-05-20T22:00:00+02:00;19006000000;40817152;44396544;234540761088;1;2.5
2019-05-20T22:02:00+02:00;26303000000;42227200;41484800;234548101120;13;3
2019-05-20T22:04:00+02:00;25075000000;42246144;41786368;234551771136;0.5;1.5
2019-05-20T22:06:00+02:00;24657000000;42000896;41762816;234557538304;2;2.5
2019-05-20T22:08:00+02:00;21752500000;45954048;45049344;234558062592;2.5;2
2019-05-20T22:10:00+02:00;26378000000;42895872;42787328;234563305472;3;0.5
2019-05-20T22:12:00+02:00;24686500000;43099136;43323392;234565926912;2.5;0.5
2019-05-20T22:14:00+02:00;22846500000;42971648;43030528;234566975488;1;1
2019-05-20T22:16:00+02:00;26599500000;41241600;41555456;234565402624;5;3
2019-05-20T22:18:00+02:00;26115000000;43206144;43108864;234569072640;2;1.5
2019-05-20T22:20:00+02:00;27114000000;40762368;41083392;234566975488;4;5
2019-05-20T22:22:00+02:00;23666500000;40915968;41234432;234568548352;0.5;4.5
2019-05-20T22:24:00+02:00;22503500000;39359488;39499264;234569596928;0;0.5
2019-05-20T22:26:00+02:00;20830000000;38071296;42634752;234565926912;0.5;3.5
2019-05-20T22:28:00+02:00;21040000000;36491776;35933184;234568548352;1;1
2019-05-20T22:30:00+02:00;22361000000;37064192;36998656;234567499776;2;2
2019-05-20T22:32:00+02:00;20158500000;35035136;34308608;234566975488;0;1
2019-05-20T22:34:00+02:00;21782000000;36283904;37742592;234567499776;2;0
2019-05-20T22:36:00+02:00;20373500000;32366592;31939584;234569596928;2;0.5
2019-05-20T22:38:00+02:00;21866500000;36020224;36617216;234570121216;1;0
2019-05-20T22:40:00+02:00;20870000000;37919744;37472256;234571169792;0.5;0
2019-05-20T22:42:00+02:00;20976000000;36567552;35928576;234571694080;2;1.5
2019-05-20T22:44:00+02:00;21057500000;34830336;34461696;234574315520;1.5;1
2019-05-20T22:46:00+02:00;19883500000;35639296;35433984;234570121216;2;1
2019-05-20T22:48:00+02:00;20591500000;38919680;39129088;234564354048;1.5;1
2019-05-20T22:50:00+02:00;18745000000;36474880;36497408;234562781184;6.5;0
2019-05-20T22:52:00+02:00;20124000000;35286016;35139072;234562781184;1;1
2019-05-20T22:54:00+02:00;19395500000;34947072;34981888;234556489728;1;0.5
2019-05-20T22:56:00+02:00;19829500000;32093184;31352832;234555441152;4.5;1
2019-05-20T22:58:00+02:00;22243000000;35698176;35657216;234602627072;5;0.5
2019-05-20T23:00:00+02:00;18355000000;35313664;35025408;234606297088;5.5;0.5
2019-05-20T23:02:00+02:00;23267000000;32581120;32256000;234625695744;6;0
2019-05-20T23:04:00+02:00;24845500000;32856576;33355776;234635657216;5.5;0.5
2019-05-20T23:06:00+02:00;24698000000;31016448;30668288;234636705792;8;0.5
2019-05-20T23:08:00+02:00;20779000000;28751872;28426240;234638802944;2;0
2019-05-20T23:10:00+02:00;19779000000;27054080;26462720;234638278656;0;2.5
2019-05-20T23:12:00+02:00;20707000000;24905728;25311744;234640375808;3;2
2019-05-20T23:14:00+02:00;22747500000;26975232;27270144;234636181504;0;3.5
2019-05-20T23:16:00+02:00;19835000000;26023936;26380288;234633035776;0.5;5
2019-05-20T23:18:00+02:00;17417000000;26538496;27995136;234630938624;1;7.5
2019-05-20T23:20:00+02:00;20788000000;23348224;22939136;234626220032;0;3
2019-05-20T23:22:00+02:00;17711000000;23283712;23747584;234617307136;2.5;11
2019-05-20T23:24:00+02:00;19893500000;24490496;25101312;234611015680;1;9
2019-05-20T23:26:00+02:00;17407500000;25370624;24827904;234609442816;6.5;8
2019-05-20T23:28:00+02:00;18158500000;24957440;24665088;234609442816;2;1.5
2019-05-20T23:30:00+02:00;17634000000;22898688;22881792;234613112832;0.5;0.5
2019-05-20T23:32:00+02:00;17485000000;23736320;23404544;234601054208;1;4.5
2019-05-20T23:34:00+02:00;17394500000;21707264;21526016;234598957056;0.5;1
2019-05-20T23:36:00+02:00;15939000000;22488064;21879808;234597384192;1;1
2019-05-20T23:38:00+02:00;16826500000;23559168;24126976;234594762752;1;0
2019-05-20T23:40:00+02:00;17846500000;21401088;21246464;234592665600;1;1
2019-05-20T23:42:00+02:00;18250000000;22402560;22109184;234593714176;1;1
2019-05-20T23:44:00+02:00;17943500000;21204992;20647936;234591617024;2.5;0
2019-05-20T23:46:00+02:00;18637500000;18914816;19706368;234591617024;3;2
2019-05-20T23:48:00+02:00;16780000000;18300928;18338816;234591617024;0.5;0
2019-05-20T23:50:00+02:00;16859500000;17305600;16876032;234589519872;0;1
2019-05-20T23:52:00+02:00;20323000000;20967424;20469760;234597908480;0;1
2019-05-20T23:54:00+02:00;17917000000;19329024;19135488;234597384192;1;1
2019-05-20T23:56:00+02:00;17314000000;23692288;21263360;234590568448;1;2.5
2019-05-20T23:58:00+02:00;15907000000;20065280;19921408;234586374144;1.5;0.5
