Time;CPU usage;Used memory;Number of bytes received;Number of bytes transmitted;Average read latency of the datastore LUN_080;Average read latency of the datastore LUN_081;Average read latency of the datastore LUN_082;Average read latency of the datastore LUN_083;Average read latency of the datastore LUN_084;Average read latency of the datastore LUN_085;Average write latency of the datastore LUN_080;Average write latency of the datastore LUN_081;Average write latency of the datastore LUN_082;Average write latency of the datastore LUN_083;Average write latency of the datastore LUN_084;Average write latency of the datastore LUN_085
2019-06-27T11:48:00+02:00;11714500000;2,25E+11;3851264;3442176;2;0;1;0;0;15;2,5;1;2;0;4,5;3,5
2019-06-27T11:50:00+02:00;10815000000;2,25E+11;3371008;4773888;0,5;0;0;1;0;5;0,5;0;1;0;1;0
2019-06-27T11:52:00+02:00;12610000000;2,25E+11;4921856;3896832;0,5;0,5;0;0;0;5,5;0;0;1;0;0,5;0
2019-06-27T11:54:00+02:00;13244500000;2,25E+11;2619392;3062272;2;0;0,5;2;0;5;0,5;0;1;0;1;1
2019-06-27T11:56:00+02:00;11572000000;2,25E+11;3232768;3574272;2;0;0,5;0;9,5;7;1;0;1;0;3;0
2019-06-27T11:58:00+02:00;14945000000;2,25E+11;2296320;2664960;7;0;0,5;0;9;3;1;0;1;0;2;0
2019-06-27T12:00:00+02:00;13485500000;2,25E+11;2426880;3230720;11;0;2,5;0;15,5;7;4,5;2;2,5;0;3,5;1,5
2019-06-27T12:02:00+02:00;13664500000;2,25E+11;2525696;3128832;0;0;3;0;0;6;1;1;2;0;1;0,5
2019-06-27T12:04:00+02:00;11114000000;2,25E+11;5252096;2634752;0,5;0;1,5;0;0;5;0,5;0,5;1;0;1;0,5
2019-06-27T12:06:00+02:00;10439000000;2,25E+11;2885632;2853376;3;0;1;0;0;4,5;0,5;2,5;1;0;1;0,5
2019-06-27T12:08:00+02:00;11738000000;2,25E+11;1763328;2292736;3,5;1;2,5;0;1,5;3,5;0;0,5;1;0;1;0
2019-06-27T12:10:00+02:00;10194000000;2,25E+11;2556928;2422784;3;0;2;0;0;5,5;1,5;0,5;4;0;1,5;0,5
2019-06-27T12:12:00+02:00;12651000000;2,25E+11;2361344;2332160;0,5;1;2,5;0;1,5;4;1;0,5;4;0;2;0
2019-06-27T12:14:00+02:00;10179500000;2,25E+11;2903040;2834944;1;2;1,5;0;0;5;0,5;0;1,5;0;1;0
2019-06-27T12:16:00+02:00;12494500000;2,25E+11;3777024;3366400;0,5;0;3,5;1,5;0;5;1;5;3;1;2;0,5
2019-06-27T12:18:00+02:00;13272000000;2,25E+11;4134912;4071424;1,5;0;2,5;0;22,5;4;0;0;1;0;1;0
2019-06-27T12:20:00+02:00;12296500000;2,25E+11;3836416;3792896;3;0;1;0;0;9,5;0;2;2;1,5;2,5;1
2019-06-27T12:22:00+02:00;11173500000;2,25E+11;3402752;3737600;2;0,5;2;1;0;9,5;2,5;2;2;1,5;2,5;1
2019-06-27T12:24:00+02:00;10622500000;2,25E+11;3423744;3147264;0;0;1;0;0;4,5;0;0;1;0;0;0
2019-06-27T12:26:00+02:00;11771500000;2,25E+11;2973696;3292160;8,5;2,5;1,5;0;0;13;1;0,5;1,5;0,5;1;2
2019-06-27T12:28:00+02:00;10701500000;2,25E+11;4263424;4095488;1;0;2,5;0;0;15;0;1;1;0;1;0
2019-06-27T12:30:00+02:00;11848500000;2,25E+11;4240896;4434944;0,5;0;2;0;0;5;1;0;1;0;0;1,5
2019-06-27T12:32:00+02:00;10407000000;2,25E+11;4130816;4536832;4,5;0;1,5;0;0;9,5;5,5;2;7,5;4;7;1,5
2019-06-27T12:34:00+02:00;11787000000;2,25E+11;3978240;3513344;0;2;2;0;2;7;0;0;1;0;0;0
2019-06-27T12:36:00+02:00;10466500000;2,25E+11;2210816;2483200;5,5;0;0;0;0;3,5;0;0;0,5;0;1;0
2019-06-27T12:38:00+02:00;9157000000;2,25E+11;4180480;4074496;0;2;1;4;0;4;0;1;1;0;0;0
2019-06-27T12:40:00+02:00;11165500000;2,25E+11;3672064;5267456;1;0;1;0;0;4,5;0;0,5;1;0;0;0
2019-06-27T12:42:00+02:00;10061000000;2,25E+11;3142656;3015168;1,5;0;1;1,5;0;4,5;0;0;1;0;1;0
2019-06-27T12:44:00+02:00;11591000000;2,25E+11;2586624;2389504;1,5;0;1;1,5;0;7;0;0;1;0;0;0
2019-06-27T12:46:00+02:00;10441000000;2,25E+11;3168256;3042304;1;0;1;0;3,5;7;0,5;0,5;1,5;0;1;1
2019-06-27T12:48:00+02:00;12583500000;2,25E+11;3254272;2963968;0;0;2;0;0;7;0;0;1;0;1;0
2019-06-27T12:50:00+02:00;9741000000;2,25E+11;3013632;3328000;4;0;2;0;0,5;5,5;0;0,5;0,5;0;0,5;0
2019-06-27T12:52:00+02:00;11354000000;2,25E+11;3151360;2692608;6;0;1;0;0;4,5;0;0,5;1,5;0;0,5;0
2019-06-27T12:54:00+02:00;12044500000;2,25E+11;2203648;2312192;3,5;0;1;0;0;5,5;0;0,5;1,5;0;1;0
2019-06-27T12:56:00+02:00;9883000000;2,25E+11;4967424;4656640;0;1;1;0;1;4;0;0,5;0,5;0;0,5;0
2019-06-27T12:58:00+02:00;11806500000;2,25E+11;3962880;3874816;0,5;0;1;0;1;3;0;0;1;0;1;0
2019-06-27T13:00:00+02:00;10804500000;2,25E+11;4621312;4521984;1,5;0;1,5;0;3,5;5;1;0;1,5;0;1;0
2019-06-27T13:02:00+02:00;11436000000;2,25E+11;4363776;4057088;1;0;1,5;0;3,5;3;0;1;1;0;0;0
2019-06-27T13:04:00+02:00;10490000000;2,25E+11;5128704;4989952;0,5;0;0,5;1,5;0;7;0;0;1;0;1;0
2019-06-27T13:06:00+02:00;13303000000;2,25E+11;4770304;4185088;0;0;2;0;0;6;0;2;4;0;1,5;0
2019-06-27T13:08:00+02:00;12596000000;2,25E+11;5130240;4629504;0,5;0;1;0;0;4,5;0;1;2;0;1;0
2019-06-27T13:10:00+02:00;12266000000;2,25E+11;5776384;5530624;null;null;null;null;null;5;1;1;2;2;2;0
2019-06-27T13:12:00+02:00;12148500000;2,25E+11;5188608;5192704;2;1;1,5;0;0;4,5;0,5;0,5;1,5;1;1;0
2019-06-27T13:14:00+02:00;11888000000;2,25E+11;3950080;3824640;0;0;1;0;0;6;0;0;1;2;0,5;0
2019-06-27T13:16:00+02:00;12465000000;2,25E+11;5703680;5939712;0,5;0;1;0;0,5;7,5;2;7;3,5;0;3;2
2019-06-27T13:18:00+02:00;10750000000;2,25E+11;4856320;4946432;2;19,5;1,5;0;0;5,5;1;5;1;0;3;1
2019-06-27T13:20:00+02:00;12736000000;2,25E+11;4954624;4616704;2,5;0;0,5;0;0;5;0;0;2;0;1;0,5
2019-06-27T13:22:00+02:00;12144500000;2,25E+11;5047808;5083136;1,5;1;3,5;0;0;9,5;1,5;2;1;0;1,5;1
2019-06-27T13:24:00+02:00;11706500000;2,25E+11;4169728;3981312;2;1;1;0;2;6;1;1;2;0;1;0,5
2019-06-27T13:26:00+02:00;11900000000;2,25E+11;4177920;3873792;1,5;1,5;5;0;1,5;5;1;0,5;1;0;2;0,5
2019-06-27T13:28:00+02:00;12262500000;2,25E+11;3808256;4556288;1;3;2;0;2;6;0,5;0,5;1;3;0,5;0
2019-06-27T13:30:00+02:00;10546500000;2,25E+11;2331648;1997824;1;0;2,5;0;0;4,5;0;0;0,5;0;0,5;0
2019-06-27T13:32:00+02:00;10833500000;2,25E+11;4847616;5673472;2;0;17;2;0;7;0,5;0;0;0;1,5;0
2019-06-27T13:34:00+02:00;11032000000;2,25E+11;3322880;12346880;0;0;1;0;0;5,5;0;0;1;0;1;0
2019-06-27T13:36:00+02:00;10892500000;2,25E+11;3098112;12425216;2;0;1;1;0;7,5;0,5;0,5;1;0;0,5;0
2019-06-27T13:38:00+02:00;13672000000;2,25E+11;3140608;2937856;0,5;0;0,5;1;0;5;1;0;1;0;1;0
2019-06-27T13:40:00+02:00;11987500000;2,25E+11;3108352;6967296;0,5;0;1;0;0;6;1;0,5;1;0,5;1;0
2019-06-27T13:42:00+02:00;12150500000;2,25E+11;3150336;3270656;1;1;0;0;0;6;0;1;2;0;0;0
2019-06-27T13:44:00+02:00;12535500000;2,25E+11;4399104;4438016;0,5;0;1,5;0;0,5;6;0,5;1;1,5;0;0,5;0
2019-06-27T13:46:00+02:00;13889500000;2,25E+11;2656256;2598400;3;0;2;0;0;9;2;1;2,5;0;4,5;1,5
2019-06-27T13:48:00+02:00;13712500000;2,25E+11;2958336;3111936;3;0;1;0;0;6;0,5;0;1,5;0;0;0
2019-06-27T13:50:00+02:00;12598000000;2,25E+11;2960896;2544128;2;2,5;0;0;7,5;9,5;2;1;3;7;11;1
2019-06-27T13:52:00+02:00;11843000000;2,25E+11;2821120;3164160;2;0;0;0;7,5;8,5;2;3;3;3,5;10,5;0
2019-06-27T13:54:00+02:00;12848000000;2,25E+11;3635200;4261376;2;0;1;0;0;4,5;0;1;3;3,5;2;0
2019-06-27T13:56:00+02:00;12702500000;2,25E+11;2793984;2808320;1,5;0;1;0;0;7;0;0;2;0;2;0,5
2019-06-27T13:58:00+02:00;11077000000;2,25E+11;3183616;2999808;2,5;0;0,5;2;0;5;0,5;0;1,5;0;0,5;0,5
2019-06-27T14:00:00+02:00;13974500000;2,25E+11;4035584;4019200;1;0;1;0;0;5;0;0;0;0;1,5;0,5
2019-06-27T14:02:00+02:00;16115500000;2,25E+11;2896896;3683328;7,5;0;1;0;2,5;5;1;0,5;2;0;1,5;1
2019-06-27T14:04:00+02:00;13467500000;2,25E+11;2622976;2734592;6;0;1;0;6;8;0;1;1,5;0;0,5;0
2019-06-27T14:06:00+02:00;13504000000;2,25E+11;4054016;5311488;17;0;2;0;0,5;50,5;3;2;8;5;9,5;6
2019-06-27T14:08:00+02:00;13423000000;2,25E+11;4808192;5291008;13;0;1,5;0;4;13;3;2;5;3;9,5;3
2019-06-27T14:10:00+02:00;12196500000;2,25E+11;4596224;4599808;13,5;0;2;0;4;9;0;2;2;0;0;1
2019-06-27T14:12:00+02:00;14839500000;2,25E+11;4956160;4934656;11,5;5;5;0;2;13,5;1;3,5;2,5;0;2,5;1
2019-06-27T14:14:00+02:00;13306500000;2,25E+11;3171328;2949632;1;0;1;0;0;5;0;0;1;0;1;0,5
2019-06-27T14:16:00+02:00;12369500000;2,25E+11;3765248;4392960;1;1;2;0;1,5;5;1;0;1,5;1;1;0,5
2019-06-27T14:18:00+02:00;11809500000;2,25E+11;3671552;4021248;0;3;2;0;1;6;0,5;0;0;0;1;0
2019-06-27T14:20:00+02:00;12242000000;2,25E+11;3250176;3730432;4;0;4;1,5;0;6;1;0;0,5;0;0,5;0
2019-06-27T14:22:00+02:00;13818500000;2,25E+11;2508288;2663936;0,5;1;0;0;0;8;1,5;0,5;1;0;3;0,5
2019-06-27T14:24:00+02:00;12284500000;2,25E+11;2811904;2738688;0,5;0;1;0;0;7;0;0;1;0;0;0
2019-06-27T14:26:00+02:00;11742500000;2,25E+11;2849792;2713600;0,5;1;1;0;0;3,5;0,5;0;1;6;1;0
2019-06-27T14:28:00+02:00;13758000000;2,25E+11;1935360;2790912;1,5;1;2;0;0;5;1;0;0;1;0;0
2019-06-27T14:30:00+02:00;13600500000;2,25E+11;2788352;2950144;2,5;0;1,5;0;0,5;7,5;1;0,5;2;0;1,5;0,5
2019-06-27T14:32:00+02:00;11834000000;2,25E+11;2433536;2941440;0;0;1;0;0;11;1;6,5;2;0;1,5;1
2019-06-27T14:34:00+02:00;12627000000;2,25E+11;2295808;1971200;0;10;1,5;0;1;10,5;0,5;6,5;2;0;2;0
2019-06-27T14:36:00+02:00;11110000000;2,25E+11;2662400;2893824;2,5;4,5;1,5;0;0;5;0;0,5;1,5;0;1;0
2019-06-27T14:38:00+02:00;12341500000;2,25E+11;2870784;2438656;2;1,5;2;0;1;6;0,5;0;1,5;0;0;0
2019-06-27T14:40:00+02:00;11450000000;2,25E+11;3123712;3089408;0,5;0;0,5;0;2;5;0,5;1;0,5;0;1;0
2019-06-27T14:42:00+02:00;11935500000;2,25E+11;4206080;4075520;1;0;0,5;5;0;9;0;1;1;0;1;0
2019-06-27T14:44:00+02:00;12984000000;2,25E+11;5068800;4342784;0,5;1;0;0;0;5;0,5;0;2;7,5;1;0
2019-06-27T14:46:00+02:00;10348000000;2,25E+11;4515840;4477440;4;0;4;0;0;7;3;1,5;4,5;0;2;1
2019-06-27T14:48:00+02:00;11948500000;2,25E+11;4684800;4263936;7,5;0,5;1;26;0;4,5;1;1,5;1;5;3;0,5
2019-06-27T14:50:00+02:00;11553500000;2,25E+11;3143168;3268096;6;0;2;0;0;20,5;3;32,5;5;0;4,5;14
2019-06-27T14:52:00+02:00;null;null;null;null;0;0;1;0;null;null;null;null;null;null;null;null
2019-06-27T14:54:00+02:00;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
2019-06-27T14:56:00+02:00;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
2019-06-27T14:58:00+02:00;15471000000;2,25E+11;4113408;4021248;2;3;1;3;3;12;1;1;1;7;3;1
2019-06-27T15:00:00+02:00;13384500000;2,26E+11;43404288;4444160;3;1,5;1;1,5;4,5;8;1;2,5;2,5;9,5;4;1
2019-06-27T15:02:00+02:00;0;0;2182144;1794048;4;0;1;0;6;16;null;2;12;0;13;2
2019-06-27T15:04:00+02:00;11705500000;2,33E+11;1732096;1684992;1,5;2,5;5;0;0,5;6;0,5;1,5;0,5;1;2;0
2019-06-27T15:06:00+02:00;11648500000;2,33E+11;1594880;1450496;1,5;2,5;3,5;0;0;9;4;1;4;0;2;0,5
2019-06-27T15:08:00+02:00;11935500000;2,33E+11;2324992;1741824;1,5;0;0;0;0;6,5;1;0;0,5;0;1;0
2019-06-27T15:10:00+02:00;11435500000;2,33E+11;2060800;1665536;0;1;1;0;0;8,5;2;2;6,5;1;4;1
2019-06-27T15:12:00+02:00;12017000000;2,33E+11;1976320;1809408;2,5;0;1;0;0;9,5;2;3;6,5;0;4;0
2019-06-27T15:14:00+02:00;9283000000;2,33E+11;1590784;1478656;1,5;0;1,5;0;0;6,5;0;0;1;1,5;1,5;0
2019-06-27T15:16:00+02:00;12172500000;2,33E+11;2099712;1828352;10;0;1;0;0;12,5;1,5;1,5;3,5;1,5;8;2
2019-06-27T15:18:00+02:00;10113000000;2,33E+11;2173952;1901568;5;1;2,5;0;0,5;6;0;0;1,5;0;1;0
2019-06-27T15:20:00+02:00;12362500000;2,33E+11;3708928;2928128;7;0;2,5;0;0;4;1;0;1;0;0;1,5
2019-06-27T15:22:00+02:00;12259500000;2,33E+11;2736128;2153984;2;0,5;1;0;0;13,5;3;1,5;3,5;1;4;1,5
2019-06-27T15:24:00+02:00;12877000000;2,33E+11;2962432;2680320;7;1;1;0;0;8,5;0,5;0,5;1;0,5;1,5;0
2019-06-27T15:26:00+02:00;13697500000;2,33E+11;4025344;3743744;4;0;2;0;1;10;4,5;0,5;2,5;2,5;3;3
2019-06-27T15:28:00+02:00;10640000000;2,33E+11;1789952;1721856;3;0;1;0;0;8;0,5;0;2;0;1;0
2019-06-27T15:30:00+02:00;10349500000;2,33E+11;2324992;2452992;0,5;0;1;0;0;9,5;0;0,5;2,5;0;0,5;0
2019-06-27T15:32:00+02:00;9016000000;2,33E+11;3229184;3287040;0,5;0;0,5;0;0;5,5;0;0;1;0;2;0
2019-06-27T15:34:00+02:00;10115500000;2,33E+11;2009600;1809408;0,5;0;0;0;0;6;0;1;1;0;4;0
2019-06-27T15:36:00+02:00;8337500000;2,33E+11;2328576;1782272;4;0,5;0;0;0;8,5;0,5;0;2;4,5;1,5;0,5
2019-06-27T15:38:00+02:00;11047500000;2,33E+11;2567168;3288064;3;0;2;0;0;8;0;0;2;0;2;0
2019-06-27T15:40:00+02:00;11423500000;2,33E+11;2245632;1969152;0;0;2;0;0;5;0;0;0;2;1;0
2019-06-27T15:42:00+02:00;11498500000;2,33E+11;2353664;2184704;2;0,5;1,5;0;2;3,5;0,5;0;1,5;0;1,5;0
2019-06-27T15:44:00+02:00;12435000000;2,33E+11;2050560;1799168;0;1;1,5;0;2;7;0;0;1;0;0;0
2019-06-27T15:46:00+02:00;11224000000;2,33E+11;2170368;2181632;1;0;0,5;3;0;7,5;1;0;1;0,5;1;0,5
2019-06-27T15:48:00+02:00;10755500000;2,33E+11;3181568;3075584;2,5;0;1;3;0;19;1;1;1;0;2;1
2019-06-27T15:50:00+02:00;13351000000;2,33E+11;3162112;3103744;1;0;2;0;0;4;0;0;1;0;0,5;0
2019-06-27T15:52:00+02:00;12146000000;2,33E+11;4510208;4416000;2;0;1;7;0;7;0;0;1;0;1;0
2019-06-27T15:54:00+02:00;11652500000;2,33E+11;4124672;3783680;2,5;3,5;0,5;0;0;6,5;0;0,5;1;0;1;0
2019-06-27T15:56:00+02:00;12959500000;2,33E+11;4006400;3680768;3;3;0;0;0;6,5;0;3;2;0;0,5;0,5
2019-06-27T15:58:00+02:00;10891000000;2,33E+11;3731456;2666496;0,5;0;1,5;0;0;3,5;0,5;0;0;0;0,5;0
2019-06-27T16:00:00+02:00;14953500000;2,33E+11;3181568;3026432;13;0;6;0;1,5;18;4;6,5;6;0;11,5;2
2019-06-27T16:02:00+02:00;11152000000;2,33E+11;4442112;4241920;10;0;5;0;1,5;16,5;4;6;5,5;0;2;0
2019-06-27T16:04:00+02:00;12716000000;2,33E+11;3660288;3394560;3,5;1;2,5;0;4;7,5;0,5;0,5;1;0;2;0
2019-06-27T16:06:00+02:00;11178500000;2,33E+11;3551744;3707904;4;1;2,5;0;1,5;5;1;0;1;0;2;0
2019-06-27T16:08:00+02:00;16020000000;2,33E+11;3577344;11269632;1,5;0;1;0;0;8;1;0,5;1;0;1;0
2019-06-27T16:10:00+02:00;13298000000;2,33E+11;4945920;4622848;0;3;2;0;2;6;0;1;1;0;4;1,5
2019-06-27T16:12:00+02:00;10169500000;2,33E+11;3202048;2680832;1,5;1;2;0;0;15,5;11;1;5;0,5;3;1,5
2019-06-27T16:14:00+02:00;12385000000;2,33E+11;3849216;3534336;4;0;2;0;0;6,5;0;0;1,5;0;2,5;0
2019-06-27T16:16:00+02:00;12735000000;2,33E+11;3384320;2991104;3;1,5;0,5;0;5;7;3;2;3,5;0;11,5;3
2019-06-27T16:18:00+02:00;12854500000;2,33E+11;4513280;4260864;0;0;0;1,5;0;7;0,5;0,5;1;0;1;0
2019-06-27T16:20:00+02:00;10751000000;2,33E+11;3245056;4071424;0,5;0;1;1,5;0;3;0,5;0,5;1;0;1,5;0
2019-06-27T16:22:00+02:00;9607000000;2,33E+11;2816512;3147264;1;0;1;0;0;5;0,5;0;3;2;2;0
2019-06-27T16:24:00+02:00;7985000000;2,33E+11;3160064;2969600;0;0;1;0;0;6;0;0;0;0;1;0
2019-06-27T16:26:00+02:00;10755500000;2,33E+11;3054592;3130368;0,5;1;6;0;1;4,5;0,5;0,5;1;0;1,5;0
2019-06-27T16:28:00+02:00;8649500000;2,33E+11;2360832;2015744;0;0;0;0;0;6;0;1;1;1;1;0
2019-06-27T16:30:00+02:00;9224500000;2,33E+11;3319808;2887680;0,5;0;0,5;0;0;2,5;0;0;0,5;0;0,5;0
2019-06-27T16:32:00+02:00;9798500000;2,33E+11;2607616;2442240;4;2;3;0;3;6,5;2;9,5;5;0;2;6
2019-06-27T16:34:00+02:00;12220000000;2,33E+11;1680384;2377728;1,5;0;0,5;0;0;5,5;2;9,5;5;0,5;2;2
2019-06-27T16:36:00+02:00;8898000000;2,33E+11;3271680;2956288;3;0;1,5;0;1;4,5;0,5;0;1;0;2;1
2019-06-27T16:38:00+02:00;9345000000;2,33E+11;4000256;3946496;2;0,5;1;0;0;7;0;0;1;0;1;1
2019-06-27T16:40:00+02:00;8906000000;2,33E+11;3843072;3758080;2;1;0,5;1;0,5;5;0,5;0,5;1,5;0;0,5;0
2019-06-27T16:42:00+02:00;8481500000;2,33E+11;2856960;2961920;1,5;0;0;0;0;5;1;2;2;0;1;0,5
2019-06-27T16:44:00+02:00;7564500000;2,33E+11;2553856;2590720;4,5;0;0,5;0;0;4;0,5;0,5;1;0;0,5;1
2019-06-27T16:46:00+02:00;8467500000;2,33E+11;4692480;4441600;6;7;2;6;2;6;2,5;2,5;4,5;0;2,5;2
2019-06-27T16:48:00+02:00;8249000000;2,33E+11;2525184;2834432;3;0;1;0;4;4,5;0,5;0,5;1;0;1,5;1
2019-06-27T16:50:00+02:00;8393500000;2,35E+11;62425600;2751488;2;0;0;0;0;5;0,5;0;4,5;0;0,5;0,5
2019-06-27T16:52:00+02:00;12521000000;2,37E+11;3262464;3137536;2,5;0;6,5;0;0,5;7;0;0;1;0;0;3,5
2019-06-27T16:54:00+02:00;13108000000;2,37E+11;3319808;3365888;2,5;1,5;1,5;0;1;4,5;0;0,5;0,5;0;1,5;0,5
2019-06-27T16:56:00+02:00;12721500000;2,37E+11;2723328;3389440;8;0;0;0;0;4;0;0;1;0;0;1,5
2019-06-27T16:58:00+02:00;13120500000;2,37E+11;4808704;4172800;3,5;0;1,5;0;1;7,5;0;2;1,5;0,5;1;1,5
2019-06-27T17:00:00+02:00;14476500000;2,37E+11;3837440;3929088;0;0;0;0;0;9;2;2,5;9;0;6,5;5,5
2019-06-27T17:02:00+02:00;13007500000;2,37E+11;4788224;3630080;4,5;0;4;3,5;5;7,5;2;2,5;9;0;7,5;1
2019-06-27T17:04:00+02:00;11035000000;2,37E+11;4040704;5031424;5,5;0;0,5;0;0,5;9,5;0,5;6,5;3;0;1;4
2019-06-27T17:06:00+02:00;9077500000;2,37E+11;3697664;3780096;9;0;23;0;0;8;1,5;0,5;3;0;3;2
2019-06-27T17:08:00+02:00;10098500000;2,37E+11;4580352;4493312;4;0;0,5;1,5;0;2,5;0;0;0,5;0;0;1
2019-06-27T17:10:00+02:00;10237000000;2,37E+11;5158912;5393920;3;0;0;0;0;5;0;0;1;1;0;1,5
2019-06-27T17:12:00+02:00;7863000000;2,37E+11;4917760;4128768;7,5;0;0,5;0;0;6;1,5;2;4;0;2,5;1,5
2019-06-27T17:14:00+02:00;12281500000;2,37E+11;5227520;5316096;8;0;0;0;0;4;0;0;1,5;6;1;0,5
2019-06-27T17:16:00+02:00;10093500000;2,37E+11;5064704;4841472;1,5;0;1;0;0;4;0;0,5;0,5;6;1;1,5
2019-06-27T17:18:00+02:00;8974000000;2,37E+11;4704768;4454400;3;0;2;0;0,5;3,5;0,5;1,5;1,5;0;1;1,5
2019-06-27T17:20:00+02:00;9511000000;2,37E+11;7795200;7559680;4;2;0;0;0;4;0,5;1,5;1;0;0,5;1
2019-06-27T17:22:00+02:00;8633000000;2,37E+11;8653824;8461824;4,5;0;0;0;0;2,5;0;0;3;0;0,5;1
2019-06-27T17:24:00+02:00;9437000000;2,37E+11;7376896;7246848;3;0,5;0,5;1;0;3;0;0;1;0;1;0,5
2019-06-27T17:26:00+02:00;14134000000;2,37E+11;6772736;6747136;4,5;0;1,5;0;0;5,5;0;0;0,5;0;1;0,5
2019-06-27T17:28:00+02:00;7655500000;2,37E+11;6548480;6280192;3;2;0;0;0;6;0;0;1;0;0,5;0,5
2019-06-27T17:30:00+02:00;14158500000;2,37E+11;6914048;6528000;4;2,5;1;1,5;0;5;0;0;2;0;1;1
2019-06-27T17:32:00+02:00;12117000000;2,37E+11;16054272;7531008;2;0;0,5;0;1;5;1;1;1;0;3;0,5
2019-06-27T17:34:00+02:00;11366000000;2,37E+11;7553024;7795712;4;0;1;0;0;4,5;1;1;0,5;0;2;1
2019-06-27T17:36:00+02:00;10292000000;2,37E+11;7275008;7200256;9;1;9,5;0;0;8;1,5;0,5;2;0;1;1,5
2019-06-27T17:38:00+02:00;9160500000;2,37E+11;7306240;7236096;6;1;1;0;0;12;1;0;2;1;3;4,5
2019-06-27T17:40:00+02:00;10170500000;2,37E+11;8330752;9061888;3;0;11,5;0;0;6,5;6;2;3,5;2;5;4
2019-06-27T17:42:00+02:00;9364000000;2,37E+11;7319552;9170432;5;3;10;0;2;4,5;0;0;1;0;2;0,5
2019-06-27T17:44:00+02:00;11608000000;2,37E+11;6345728;6392832;1,5;0,5;3,5;0;0;4;0;0,5;1;1;2;1
2019-06-27T17:46:00+02:00;8372000000;2,37E+11;6801920;6843904;3;0;1;1;1,5;4;0,5;1;2,5;0,5;1,5;2
2019-06-27T17:48:00+02:00;12129500000;2,37E+11;7502848;6966784;8,5;0;2,5;0;0;4,5;0,5;1;2;0;4;1
2019-06-27T17:50:00+02:00;9185500000;2,37E+11;7625728;7524864;2,5;0,5;1;1;0;5,5;1,5;0;4,5;0;7,5;1,5
2019-06-27T17:52:00+02:00;12698500000;2,37E+11;9753600;9594368;6;3,5;1;1;0;17;1;4;2;0;3;1
