Time;CPU usage;Used memory;Number of bytes received;Number of bytes transmitted;Average read latency of the datastore NFS;Average read latency of the datastore LUN_080;Average read latency of the datastore LUN_081;Average read latency of the datastore LUN_082;Average read latency of the datastore LUN_083;Average read latency of the datastore LUN_084;Average read latency of the datastore LUN_085;Average write latency of the datastore NFS;Average write latency of the datastore LUN_080;Average write latency of the datastore LUN_081;Average write latency of the datastore LUN_082;Average write latency of the datastore LUN_083;Average write latency of the datastore LUN_084;Average write latency of the datastore LUN_085;Overall status
2019-06-27T00:00:00+02:00;10226000000;224833568768;5877248;31498752;0;1;0;0.5;0;1.5;5;0;1;0;1;0;0;5;1
2019-06-27T00:02:00+02:00;9362500000;224837763072;4866560;5431296;0;3;13;2.5;8;0.5;22.5;0;10;12.5;9;26;8;7;1
2019-06-27T00:04:00+02:00;8490000000;224837238784;5247488;5050368;0;4;11;2;12;1;17;0;5;3;3.5;0.5;3;5;1
2019-06-27T00:06:00+02:00;9079000000;224845627392;6056960;6340608;0;7;19.5;4.5;6;2.5;15;0;5.5;4.5;8;6;8;4.5;1
2019-06-27T00:08:00+02:00;7504000000;224854016000;4986368;5183488;0;2;0.5;2;0;0;6.5;0;2;4;3;1;1.5;3;1
2019-06-27T00:10:00+02:00;9547000000;224848773120;8224768;7968768;0;4;2;2;0;0;11;0;2.5;10.5;5;1;3;4;1
2019-06-27T00:12:00+02:00;10823000000;224852443136;7103488;7086592;0;0;0;0;0;0;7.5;0;3;3;2;2.5;3.5;1.5;1
2019-06-27T00:14:00+02:00;11031000000;224860831744;7892992;7607296;0;0.5;0;0;0;0;10;0;1;0;2;4;1;8;1
2019-06-27T00:16:00+02:00;9431000000;224862928896;8099840;8070144;0;1;1;2.5;1;0;48.5;0;4.5;112;6;12;5;8;1
2019-06-27T00:18:00+02:00;13212000000;224860831744;6759936;9068544;0;0;0;0;0;0;6;0;1;1;1;0;1;0;1
2019-06-27T00:20:00+02:00;8644000000;224858210304;6560768;6436864;0;2;12.5;0.5;0;3;4.5;0;0.5;0;2.5;0;0.5;0;1
2019-06-27T00:22:00+02:00;9427500000;224859258880;7067648;6916608;0;3;0;2;0;0;5.5;0;0.5;0.5;1;0;1;0;1
2019-06-27T00:24:00+02:00;10618500000;224859258880;7186432;8844288;0;0.5;0;0.5;0;0;5;0;0;0;1;0;1;0;1
2019-06-27T00:26:00+02:00;8938000000;224861356032;6968832;6974976;0;0;0;0.5;0;0;6;0;0;0;0.5;0.5;1;0;1
2019-06-27T00:28:00+02:00;9521500000;224900677632;4646400;4480512;0;1;0;0.5;0;6.5;4;0;1;0.5;3;1;0;1;1
2019-06-27T00:30:00+02:00;9063000000;224881278976;4451328;4802048;0;5;0;1;0;0;6.5;0;1.5;0.5;1.5;0;2.5;1;1
2019-06-27T00:32:00+02:00;12589000000;224884948992;5592064;5842432;0;3;0;0.5;0;0;7;0;1;0;2;0;1;0.5;1
2019-06-27T00:34:00+02:00;10414000000;224890716160;4825088;5331968;0;5.5;0;1;0;0;6.5;0;0;0;1;0;1;0;1
2019-06-27T00:36:00+02:00;9201500000;224888094720;3442176;3969024;0;6;0;1;0;0;7;0;0.5;0;4;0;1.5;0.5;1
2019-06-27T00:38:00+02:00;8879000000;224889143296;2281472;2536448;0;6;0;1.5;0;0;5.5;0;0;0.5;1;0;1;0;1
2019-06-27T00:40:00+02:00;9932500000;224893861888;4221440;4824576;0;8.5;0;0;0;3.5;6.5;0;0.5;0.5;6;2;1.5;0.5;1
2019-06-27T00:42:00+02:00;9594000000;224893861888;3568640;4151296;0;8;0;0;0;1;6;0;0;0.5;0.5;1.5;2;0;1
2019-06-27T00:44:00+02:00;8237000000;224887570432;2969088;3534848;0;2.5;0;1;0;8.5;5.5;0;0.5;0.5;1;0;1;0;1
2019-06-27T00:46:00+02:00;9373500000;224891240448;2779136;2550272;0;12;0;1;0;1.5;10;0;5;1;6;4;5;1;1
2019-06-27T00:48:00+02:00;8388000000;224893861888;1705472;1948672;0;1.5;0;1;0;0;7;0;0.5;1.5;0.5;0;1;0;1
2019-06-27T00:50:00+02:00;8263500000;224886521856;2249216;1977856;0;0;0;1;0;0;4.5;0;0;1;2;0;2;0.5;1
2019-06-27T00:52:00+02:00;10321000000;224900153344;2271232;2379776;0;4.5;2.5;2;0;0;4.5;0;0;1;1.5;0;2.5;0.5;1
2019-06-27T00:54:00+02:00;7628500000;224889667584;2970112;4635648;0;0;1;0.5;0;2;5.5;0;0;0.5;1;0.5;0.5;0;1
2019-06-27T00:56:00+02:00;8900500000;224896483328;4047872;3985920;0;3.5;0;0.5;0;2.5;3;0;1.5;4;2.5;0;1.5;5;1
2019-06-27T00:58:00+02:00;7590500000;224883900416;3987968;4367872;0;3.5;0;0.5;0;0;4.5;0;0.5;0;1;0;0.5;0;1
2019-06-27T01:00:00+02:00;12049500000;224882851840;5260288;20267520;0;3.5;0;0;0;1;4;0;0;0;1;0;0;2.5;1
2019-06-27T01:02:00+02:00;12096000000;224878133248;5711872;25553920;0;1.5;4;0.5;0;0;11;0;4.5;4.5;5.5;7.5;15.5;3;1
2019-06-27T01:04:00+02:00;13504500000;224884948992;4373504;25716224;0;3;0;1;0;0;7.5;0;2;0;2.5;0;2;3;1
2019-06-27T01:06:00+02:00;10057000000;224887046144;3350528;25145344;0;1.5;0;1;0;0;11.5;0;5.5;1.5;5.5;0;6.5;5;1
2019-06-27T01:08:00+02:00;8511500000;224887046144;3107328;22136832;0;0;1;2;4.5;0.5;5.5;0;1;0;1.5;0;1;0.5;1
2019-06-27T01:10:00+02:00;9200000000;224893337600;7735296;25029120;0;0;0;1;0;0.5;6;0;1;0.5;1;0;1;1;1
2019-06-27T01:12:00+02:00;8203500000;224886521856;5633536;31196672;0;1;0;0;0;19.5;7;0;3.5;1;6;307;9.5;3.5;1
2019-06-27T01:14:00+02:00;10612000000;224894386176;4604928;28273152;0;0.5;0;0;0;5;5;0;0;0;2;0;2;0;1
2019-06-27T01:16:00+02:00;9649000000;224896483328;3563008;30279168;0;0.5;2.5;0.5;0;0;5.5;0;1;0.5;2.5;0;1;0;1
2019-06-27T01:18:00+02:00;9343000000;224905920512;5318656;25823232;0;0;0;4;0;0;8;0;1;0;1;0;1;1;1
2019-06-27T01:20:00+02:00;8843000000;224896483328;5538816;23697408;0;0.5;0;1.5;0;0;5.5;0;1;1;1.5;0;1;0.5;1
2019-06-27T01:22:00+02:00;9342000000;224877608960;7052800;24425472;0;0;0;0;0;3;6;0;0.5;0.5;2;0;1.5;0.5;1
2019-06-27T01:24:00+02:00;9322500000;224858734592;6194176;26540032;0;0;0;1.5;0;0;5.5;0;0;0.5;1.5;0.5;2.5;0.5;1
2019-06-27T01:26:00+02:00;10360000000;224847724544;6227456;21058048;0;2;0;4;0;0.5;9;0;2.5;0.5;24;1;3;0.5;1
2019-06-27T01:28:00+02:00;12762000000;224816791552;6977536;23292928;0;4;2.5;1.5;0;1.5;7;0;0.5;0;1.5;1.5;1;0;1
2019-06-27T01:30:00+02:00;9199000000;224799490048;6619648;28450304;0;6;0;4;0;10;10;0;6;2.5;10.5;2;11;4;1
2019-06-27T01:32:00+02:00;10127500000;224727138304;3981312;34523648;0;4;0;3.5;0;7.5;6;0;6;1;1;0;3;2;1
2019-06-27T01:34:00+02:00;8421000000;224725041152;3815936;32652800;0;0.5;0;0;0;0;6;0;1;0.5;0.5;0;1;1;1
2019-06-27T01:36:00+02:00;8889500000;224725565440;4533760;36329472;0;1.5;0;0.5;0;0;6;0;1;0;1;0;1;2;1
2019-06-27T01:38:00+02:00;7563500000;224718225408;3701760;40995840;0;1.5;0;1;0;1;3.5;0;1;0.5;1.5;0;1.5;1;1
2019-06-27T01:40:00+02:00;8113000000;224719273984;4443648;27445248;0;0;0;1;0;0;6;0;1.5;1.5;1.5;0;1.5;2;1
2019-06-27T01:42:00+02:00;8292000000;224729759744;3321856;19954688;0;1.5;0;1.5;0;0;5.5;0;1.5;1.5;2;0;2;2;1
2019-06-27T01:44:00+02:00;8251500000;224719273984;3145728;36560384;0;0.5;1.5;2.5;0;1;5;0;2;2;2;0;1.5;2.5;1
2019-06-27T01:46:00+02:00;10223000000;224732381184;4932096;30060032;0;3;0;0;0;0.5;8.5;0;4;1.5;2.5;0;3.5;4;1
2019-06-27T01:48:00+02:00;7970500000;224727662592;4323328;32644608;0;1;3.5;1.5;0;1;4.5;0;1;1.5;2;0;0.5;1.5;1
2019-06-27T01:50:00+02:00;10572500000;224734478336;4150784;39359488;0;1;3;1.5;0;2;5;0;1;1;2;0;1;2;1
2019-06-27T01:52:00+02:00;7844000000;224718225408;3767296;34366976;0;3;1.5;7;0;0.5;10;0;4;1;5.5;3;6;2;1
2019-06-27T01:54:00+02:00;8088500000;224726089728;4130816;38195200;0;1;0;3;0;1;4.5;0;1;0.5;1;0;1;1;1
2019-06-27T01:56:00+02:00;8612500000;224731332608;4710400;19491840;0;1;8;12.5;6;1;8.5;0;4;3;2;54.5;5;4;1
2019-06-27T01:58:00+02:00;7675500000;224723468288;3331072;37757952;0;1;0;1;0;3;5;0;1;1;4;0.5;1.5;1.5;1
2019-06-27T02:00:00+02:00;9332000000;224732381184;4069376;3582976;0;3;0;2.5;0;0;4;0;1;1;3.5;0.5;1.5;1;1
2019-06-27T02:02:00+02:00;13109000000;224746012672;4165120;21349376;0;5;0;2;0;29;8.5;0;5;5.5;9;3;6;4.5;1
2019-06-27T02:04:00+02:00;12537000000;224749158400;4316160;19399680;0;4;0;3;0;52;null;0;null;null;null;null;null;null;1
2019-06-27T02:06:00+02:00;9711000000;224749158400;3650048;16218112;0;7;0;1.5;1.5;4.5;7;0;5.5;2.5;6.5;2.5;6;2;1
2019-06-27T02:08:00+02:00;10571500000;224750206976;3125760;15047680;0;5;1;1;0;2;13;0;5;7;6;0;4;5;1
2019-06-27T02:10:00+02:00;8059000000;224748634112;3843072;24870912;0;2;0;1;0;1.5;4;0;3;2;3.5;0.5;14.5;3;1
2019-06-27T02:12:00+02:00;8427500000;224749158400;4077568;24064512;0;2;0;1;0;0;11.5;0;3;3.5;2.5;0;2.5;1;1
2019-06-27T02:14:00+02:00;8744500000;224751255552;3201024;8085504;0;4;0;0.5;0;3;6.5;0;1;2;1.5;0.5;2.5;2;1
2019-06-27T02:16:00+02:00;7901000000;224763838464;3124224;17772032;0;6;4.5;2;3;4.5;5.5;0;2;2.5;3.5;21;4.5;6.5;1
2019-06-27T02:18:00+02:00;9275000000;224753876992;1850880;10898432;0;2.5;2;1;0;4;8;0;2;2;8;2;1;1;1
2019-06-27T02:20:00+02:00;6983000000;224712458240;2025472;12141056;0;1;0;1;0;0;6;0;1;1.5;2;0.5;1.5;1.5;1
2019-06-27T02:22:00+02:00;10297000000;224726089728;2352640;26294272;0;0;0;1;0;0;6;0;1;0;2;0;2;1;1
2019-06-27T02:24:00+02:00;9871500000;224716128256;null;null;0;2;2;2;0;2;5;0;1;0;2;0;3;1;1
2019-06-27T02:26:00+02:00;8200000000;224705642496;1825792;28695552;0;2;0;0;0;1.5;5;0;1;0;2;0;2.5;1;1
2019-06-27T02:28:00+02:00;6736500000;224691486720;1558528;21727232;0;4.5;2;0;1.5;1.5;4;0;1.5;0.5;2;0;2.5;1;1
2019-06-27T02:30:00+02:00;6815000000;224673136640;1211904;22202880;0;3.5;2.5;2;0;3.5;11;0;18;4.5;9.5;1.5;4;2.5;1
2019-06-27T02:32:00+02:00;8401000000;224650592256;2102272;28461568;0;3.5;0;2;0;1;7;0;1;1;2;12;1;1.5;1
2019-06-27T02:34:00+02:00;8168000000;224643252224;1602560;31395840;0;1;1.5;1;0;0.5;5;0;1;0.5;2;0;0.5;1;1
2019-06-27T02:36:00+02:00;7864000000;224626999296;1207808;33894912;0;2;0;0;0;0;5;0;2;1;1;0;1.5;0.5;1
2019-06-27T02:38:00+02:00;7773000000;224610222080;2313216;30521344;0;3.5;2.5;0;3;0.5;4.5;0;1;1;1.5;0;1;0.5;1
2019-06-27T02:40:00+02:00;7953000000;224592920576;1681408;22152704;0;2;3;2;0;6;3.5;0;1;32;1.5;19;3;3;1
2019-06-27T02:42:00+02:00;7562500000;224581386240;1750016;29355008;0;0.5;0;0.5;0;0.5;6;0;2;32.5;2;19;3.5;0;1
2019-06-27T02:44:00+02:00;6458000000;224566706176;1216000;28830720;0;1.5;0.5;1.5;0;1;4.5;0;1;0;1.5;1;1;1;1
2019-06-27T02:46:00+02:00;9228500000;224550453248;1677312;27457536;0;0.5;0.5;1.5;0;1;2;0;2;2;2;1;1;13;1
2019-06-27T02:48:00+02:00;7848500000;224517947392;1152000;28423680;0;1.5;0.5;0.5;2.5;0.5;4;0;1;3.5;1.5;0;1.5;12.5;1
2019-06-27T02:50:00+02:00;8332500000;224498024448;1114624;18292736;0;4;1;2;0;3;18;0;3;2;1;5;4.5;3.5;1
2019-06-27T02:52:00+02:00;8040500000;224486490112;1753088;31653888;0;1.5;0;2.5;0;0.5;17.5;0;6;12;8;6;4;3;1
2019-06-27T02:54:00+02:00;7122500000;224489111552;922112;12457472;0;0;0;1;0;3;3.5;0;1;0.5;2;0;2;1;1
2019-06-27T02:56:00+02:00;8011000000;224494878720;1532928;17391104;0;9;0;2.5;0;5.5;5.5;0;5;1.5;5.5;3.5;8;2;1
2019-06-27T02:58:00+02:00;7131500000;224494878720;1122304;13350400;0;0;0;1;0;0.5;3.5;0;2;0.5;1.5;1;1.5;1.5;1
2019-06-27T03:00:00+02:00;10331500000;224495403008;1657856;21535232;0;0;0;0.5;0;0.5;3;0;1;0;2;0;0;4.5;1
2019-06-27T03:02:00+02:00;12751500000;224492781568;3293696;16596480;4;2.5;2.5;9.5;0;4;13;2;5.5;4.5;5;6.5;8.5;5;1
2019-06-27T03:04:00+02:00;12626000000;224554647552;8742912;28048384;4;1;1.5;1;0;0;2;13;1;1;0;0;2;1.5;1
2019-06-27T03:06:00+02:00;9729000000;224545210368;5184000;23403520;5;1.5;2.5;4;0;5;6.5;9;4.5;7.5;5;2.5;5;2;1
2019-06-27T03:08:00+02:00;7933000000;224512180224;1172480;21898752;1;2.5;0;7;0;0;6;0;1;0;0;1;1;1.5;1
2019-06-27T03:10:00+02:00;7942500000;224509034496;1470464;20071424;0;1;0;1.5;0;0;5.5;0;1.5;1;2;0;2.5;1;1
2019-06-27T03:12:00+02:00;8289500000;224517947392;980992;16599040;0;8;0;1;0;0;4.5;0;2;0.5;2.5;0;1.5;2;1
2019-06-27T03:14:00+02:00;7032500000;224518995968;1387520;14487552;0;5;0;0.5;0;3.5;4.5;0;2;1;2;0;0.5;2;1
2019-06-27T03:16:00+02:00;7217500000;224519520256;1447936;26788352;0;0;0;1;1;3;7;0;1.5;1.5;3;1.5;3;1;1
2019-06-27T03:18:00+02:00;9472500000;224513753088;1333760;22175232;0;0;0;1;0;3.5;4;0;4;5.5;3.5;0;2;2;1
2019-06-27T03:20:00+02:00;6502000000;224516898816;1380352;21453824;0;1.5;0;0.5;0;0.5;4.5;0;1;0.5;1.5;0;2;1;1
2019-06-27T03:22:00+02:00;7659000000;224513228800;995328;23907328;0;2.5;0;0.5;0;0.5;4;0;1;0;6;0;1;1.5;1
2019-06-27T03:24:00+02:00;9293000000;224509558784;1134592;21210624;0;11.5;5.5;10.5;0;5.5;5.5;0;25;2.5;10;0.5;5.5;2;1
2019-06-27T03:26:00+02:00;7782500000;224515850240;1118720;21631488;0;0;0;1;0;0;6;0;3;2;2;0;1;1.5;1
2019-06-27T03:28:00+02:00;8736000000;224516898816;1412096;13794304;0;0.5;2;0.5;0;0;5;0;1.5;0.5;2.5;2;1;1.5;1
2019-06-27T03:30:00+02:00;7511500000;224512704512;5681152;27041280;0;0;0;2;0;4;6;0;2;5;17;1.5;9;6.5;1
2019-06-27T03:32:00+02:00;8371500000;224515325952;12402688;33303552;11.5;4;0;0.5;0;1;5.5;12.5;7.5;4;15.5;1;9;6.5;1
2019-06-27T03:34:00+02:00;10455500000;224514801664;6309376;26626048;9;0;3;3;0;4;4;8.5;2;1.5;4.5;0;2.5;2;1
2019-06-27T03:36:00+02:00;8604500000;224521617408;1341440;24434688;0;5.5;0;1.5;0;0;4.5;0;4;2.5;8;1;3;3;1
2019-06-27T03:38:00+02:00;9731000000;224524763136;1155584;20754432;0;1;0.5;2.5;0;1.5;2.5;0;1;1;1;0;2;0.5;1
2019-06-27T03:40:00+02:00;8360500000;224522141696;860160;25566720;0;0;0.5;2.5;0;1.5;3;0;2;2;2;0;2;1;1
2019-06-27T03:42:00+02:00;8983500000;224522141696;1278464;22472192;0;5;0;1;1.5;0.5;4;0;4;2;4.5;0;5.5;3;1
2019-06-27T03:44:00+02:00;9284500000;224524763136;1073152;26680832;0;3.5;0;0.5;0;0;5;0;11;0;1;0;1;0.5;1
2019-06-27T03:46:00+02:00;6991500000;224522665984;823296;13364224;0;6.5;0.5;1;0;10;5;0;1.5;3.5;3.5;0;4;1.5;1
2019-06-27T03:48:00+02:00;5961500000;224520568832;1184768;21189632;0;6;0;3;0;14;3;0;1;1;3;4.5;1.5;1.5;1
2019-06-27T03:50:00+02:00;9833500000;224530530304;1173504;13554688;0;3.5;0;1;2.5;0;3.5;0;1;1;4;0;2.5;1.5;1
2019-06-27T03:52:00+02:00;7549500000;224534724608;1496064;25122304;0;6;0;3;0;1.5;2.5;0;2;1.5;5.5;1;3.5;1;1
2019-06-27T03:54:00+02:00;9029000000;224534724608;1173504;18022400;0;5;0;0.5;0;0.5;3;0;1;0;3;1;1;1;1
2019-06-27T03:56:00+02:00;8799500000;224537346048;960512;12010496;0;5.5;0;1.5;0;1;6.5;0;1;2;3;0;1.5;1.5;1
2019-06-27T03:58:00+02:00;8397500000;224534200320;1160192;31288320;0;5;0;0.5;0;0;5;0;1;0;5;1;4;0;1
2019-06-27T04:00:00+02:00;9569000000;224539443200;1232384;23911424;0;6;1;2.5;0;4.5;7;0;2.5;1.5;3;1;3;2;1
2019-06-27T04:02:00+02:00;10371500000;224545210368;980992;16866816;0;6.5;1;7;0;4;3;0;62;4;109;0;23;3;1
2019-06-27T04:04:00+02:00;10939500000;224549404672;578560;1183744;0;6.5;0;2;0;1.5;11.5;0;20;6;22;0;9;2.5;1
2019-06-27T04:06:00+02:00;11376000000;224545210368;993792;903168;0;6;0;7;0;0;5.5;0;34;4.5;58;0;40;3;1
2019-06-27T04:08:00+02:00;8937000000;224556744704;521216;663552;0;7;0.5;9.5;0;1.5;5.5;0;21.5;3.5;36.5;11;28.5;4;1
2019-06-27T04:10:00+02:00;9523500000;224555696128;1662976;1668608;0;5;0;1;2;1.5;2;0;10.5;4;13;4.5;32.5;3;1
2019-06-27T04:12:00+02:00;10647000000;224554647552;529920;805376;0;6.5;0;11;0.5;1.5;8;0;6.5;5.5;15.5;4.5;134.5;2;1
2019-06-27T04:14:00+02:00;8950000000;224560414720;498176;1973760;0;5.5;0;0.5;0;1;14.5;0;15;2.5;18;7.5;38.5;2.5;1
2019-06-27T04:16:00+02:00;8867500000;224567230464;925696;1677312;0;5.5;2;1.5;0;0.5;5;0;48;1;2;0;9;2;1
2019-06-27T04:18:00+02:00;10542500000;224564084736;587264;1498112;0;7;1;4.5;1;5;5.5;0;28;0;15.5;2;57.5;1;1
2019-06-27T04:20:00+02:00;10805000000;224564609024;799232;3365888;0;6;0;4;0;1;5.5;0;8;2;2;5.5;54;1;1
2019-06-27T04:22:00+02:00;7863000000;224563036160;451584;3566592;0;8;0.5;2;0;3;6;0;5.5;4;12;0;29.5;3;1
2019-06-27T04:24:00+02:00;7846500000;224564084736;1127936;4174848;0;6;0;0;0;0;3.5;0;13.5;2.5;5.5;0;9.5;1;1
2019-06-27T04:26:00+02:00;8392000000;224563560448;830464;2863104;0;7;0;0.5;0;0.5;4;0;29;3.5;28;0;37.5;1;1
2019-06-27T04:28:00+02:00;9749500000;224560939008;636928;1932288;0;5;0;0.5;0;0;3.5;0;0;1;1;0;1;0.5;1
2019-06-27T04:30:00+02:00;8051500000;224577716224;515072;601088;0;6;0;0.5;0;1.5;11;0;0.5;0;2;1;10;1;1
2019-06-27T04:32:00+02:00;6564500000;224561463296;569344;689664;0;5;0;2;1.5;0.5;7;0;0.5;0;1;0.5;1.5;0.5;1
2019-06-27T04:34:00+02:00;7025000000;224561463296;595456;561152;0;4.5;0;0;0;0;5;0;0;0;1;0;1;1;1
2019-06-27T04:36:00+02:00;7233500000;224556220416;352256;294912;0;4.5;0;1;2;0;2.5;0;0.5;0;1;0;1.5;1;1
2019-06-27T04:38:00+02:00;9791000000;224547831808;726016;430592;0;4;1;0;0;2;3.5;0;0;0;1;0;1;0.5;1
2019-06-27T04:40:00+02:00;6791000000;224557793280;333824;236544;0;4;0;0.5;0;0.5;4.5;0;0;0;0.5;0;1;0;1
2019-06-27T04:42:00+02:00;7768500000;224553074688;738816;631296;0;6;4;0.5;0;0.5;12;0;0;0.5;2;0;0.5;0.5;1
2019-06-27T04:44:00+02:00;7070000000;224546258944;439296;273920;0;5;3.5;0.5;0;0;6;0;0;0.5;1;0;0;0;1
2019-06-27T04:46:00+02:00;6487500000;224548880384;564736;361984;0;6.5;8.5;0.5;0;36.5;5;0;0.5;0.5;2;0;1.5;0.5;1
2019-06-27T04:48:00+02:00;8116000000;224547831808;576512;558080;0;6.5;8.5;1;0;36.5;3;0;1;1;1;0;0;0.5;1
2019-06-27T04:50:00+02:00;8581000000;224552550400;390144;386560;0;6.5;1;1.5;0;0.5;5.5;0;0;0;1;2.5;0.5;0.5;1
2019-06-27T04:52:00+02:00;8723500000;224544686080;745472;526848;0;1;7;1;0;0;4.5;0;0;0;1;0.5;1.5;0.5;1
2019-06-27T04:54:00+02:00;6101500000;224544686080;1065984;1508352;0;7;0;1;0;0;4.5;0;0.5;0.5;1;0;1;0.5;1
2019-06-27T04:56:00+02:00;7525000000;224553074688;803328;510464;0;8;0;1;0;0;4;0;1;0.5;0.5;0;0.5;0;1
2019-06-27T04:58:00+02:00;7537500000;224545734656;700416;684544;0;7.5;0;0.5;1;0;4.5;0;0.5;0.5;0.5;0;0;0;1
2019-06-27T05:00:00+02:00;9306500000;224546258944;573440;562688;0;11.5;0;1;0;0;4.5;0;3.5;2;2;0;2.5;1;1
2019-06-27T05:02:00+02:00;10746500000;224547831808;698368;472576;0;12;0;0.5;0;0;5;0;1;0;1;0;1;1;1
2019-06-27T05:04:00+02:00;9831000000;224544161792;641536;626688;0;7;0;1;0;0;5;0;0.5;0.5;1.5;0;1;0.5;1
2019-06-27T05:06:00+02:00;10845500000;224547307520;890880;782848;0;6.5;0;1;0;0;4;0;1;5;2;1;2;0.5;1
2019-06-27T05:08:00+02:00;7054500000;224552550400;461824;446464;0;4.5;0;0.5;0;0;4.5;0;0.5;0;1;0;1.5;0.5;1
2019-06-27T05:10:00+02:00;7582500000;224547831808;603136;755200;0;5;0;1;0;0;6.5;0;3;2;1.5;0;1.5;2.5;1
2019-06-27T05:12:00+02:00;5668000000;224550977536;627712;221184;0;5.5;1;1;0;1;3;0;3.5;2.5;1.5;0;2.5;1;1
2019-06-27T05:14:00+02:00;9952000000;224549404672;596480;370176;0;10;1.5;0.5;0;0;7;0;1;0.5;1;0;1;1;1
2019-06-27T05:16:00+02:00;6815500000;224554647552;599040;713728;0;17.5;1.5;1;0;0;20;0;3.5;3;3;12;7;3;1
2019-06-27T05:18:00+02:00;6296500000;224553074688;571904;531968;0;5;0;2.5;0;0;5;0;0;0.5;1;0;0.5;0;1
2019-06-27T05:20:00+02:00;7252500000;224551501824;768512;531968;0;5.5;0;2.5;1;0;4;0;0;0;1;0;1;1;1
2019-06-27T05:22:00+02:00;6953500000;224551501824;727552;672256;0;13.5;0;0;0;0;10.5;0;1.5;2;1.5;0;6;1.5;1
2019-06-27T05:24:00+02:00;7478500000;224548880384;754688;624640;0;4;0;1;0;1;3.5;0;0;0;1;0;1;0;1
2019-06-27T05:26:00+02:00;6976500000;224556220416;481280;401408;0;8.5;1;3;0;1;16.5;0;9.5;4;6;0;5;2.5;1
2019-06-27T05:28:00+02:00;5590500000;224548356096;1090560;1089024;0;6;13;3;0;0;5.5;0;0.5;2.5;1;0;0.5;0;1
2019-06-27T05:30:00+02:00;7387000000;224561987584;484864;274432;0;4.5;0;0.5;0;1.5;2.5;0;0;0;0.5;0;0;0;1
2019-06-27T05:32:00+02:00;9086000000;224553074688;582656;659968;0;8.5;0;1;0;0;6;0;1;0.5;1;0.5;0.5;1;1
2019-06-27T05:34:00+02:00;8106500000;224548880384;636928;634368;0;3.5;0;1;0;0;7;0;0;1;2;0;1;0.5;1
2019-06-27T05:36:00+02:00;6584500000;224541016064;389120;450560;0;5.5;0;1.5;0;1;5;0;0;0;1;0;1;1;1
2019-06-27T05:38:00+02:00;9719000000;224534200320;731136;510464;0;9;7;3;6;11;1;0;0;0;2;0;1;1;1
2019-06-27T05:40:00+02:00;6224000000;224535248896;726016;351232;0;6.5;1.5;2;0;0;2.5;0;0;0.5;2;0;0.5;0.5;1
2019-06-27T05:42:00+02:00;8506000000;224545210368;738304;544256;0;6;1;0;3;0;2.5;0;0.5;0;0.5;0;0.5;0.5;1
2019-06-27T05:44:00+02:00;7264500000;224552026112;787456;331776;0;4;0;0.5;0;0;3.5;0;0.5;0;0.5;0;0;0;1
