Time;CPU usage;Used memory;Number of bytes received;Number of bytes transmitted;Average read latency of the datastore NFS;Average read latency of the datastore LUN_080;Average read latency of the datastore LUN_081;Average read latency of the datastore LUN_082;Average read latency of the datastore LUN_083;Average read latency of the datastore LUN_084;Average read latency of the datastore LUN_085;Average write latency of the datastore NFS;Average write latency of the datastore LUN_080;Average write latency of the datastore LUN_081;Average write latency of the datastore LUN_082;Average write latency of the datastore LUN_083;Average write latency of the datastore LUN_084;Average write latency of the datastore LUN_085;Overall status
2019-06-27T05:46:00+02:00;8246500000;224548880384;571904;429056;0;6;0;0.5;1;30;8;0;0.5;0;2;13;1;1.5;1
2019-06-27T05:48:00+02:00;7580000000;224547831808;588288;469504;0;4;0;0;1;0;1;0;0;0;1;0;1;0;1
2019-06-27T05:50:00+02:00;6505500000;224553074688;481280;337408;0;5;0;1.5;0;0.5;4;0;6;0.5;2.5;0.5;6;1;1
2019-06-27T05:52:00+02:00;8381000000;224548356096;778752;512512;0;4.5;0;1.5;0;0.5;9;0;0;0;1;0;0;0;1
2019-06-27T05:54:00+02:00;7426000000;224555696128;657920;689152;0;5.5;0;0;0;0;2;0;0;0;0.5;0;1;1;1
2019-06-27T05:56:00+02:00;9703500000;224550977536;628224;526336;0;5;0;0;0;3;9;0;1;1;2.5;0;1.5;0.5;1
2019-06-27T05:58:00+02:00;6048500000;224553074688;858112;633856;0;5;2.5;0.5;0;0;6.5;0;0.5;0;2;0;0.5;0;1
2019-06-27T06:00:00+02:00;9383500000;224538394624;528384;275968;0;6;6;20;0;3;5.5;0;1;0.5;1.5;0;14;1;1
2019-06-27T06:02:00+02:00;10424000000;224543113216;994304;490496;0;4.5;0;0.5;0;0;6;0;1.5;2.5;1.5;1;1.5;0;1
2019-06-27T06:04:00+02:00;8892500000;224543637504;562176;609280;0;6;1;2;0;4.5;7;0;0.5;0.5;1;0;0.5;0.5;1
2019-06-27T06:06:00+02:00;8188500000;224548880384;1001984;860672;0;10;1;1.5;0;3.5;20;0;2;32.5;4;0;3;6;1
2019-06-27T06:08:00+02:00;8090000000;224550977536;1101312;825344;0;4.5;0;1;1.5;0;4;0;0.5;0;0.5;0;1.5;0.5;1
2019-06-27T06:10:00+02:00;7086000000;224550977536;596480;548352;0;5.5;1.5;0.5;1.5;0;1;0;1;0;4;0;1;2.5;1
2019-06-27T06:12:00+02:00;6284500000;224578240512;904192;568320;0;8;0;2;0;0;8.5;0;1.5;0;2.5;0.5;2;2;1
2019-06-27T06:14:00+02:00;9117500000;224582959104;499712;583168;0;5;0;0;2;0;4;0;0;0;1.5;0;1;0.5;1
2019-06-27T06:16:00+02:00;5309000000;224594493440;773120;646144;0;7;1;0.5;6;0;3.5;0;2;0;1;0;6.5;1.5;1
2019-06-27T06:18:00+02:00;6716500000;224587153408;1044480;637440;0;3;0;1;0;0;2;0;0;0;1;0;1;2.5;1
2019-06-27T06:20:00+02:00;7141500000;224584007680;391168;711680;0;6;0;0.5;0;0.5;4.5;0;0;1;1.5;0;1;0;1
2019-06-27T06:22:00+02:00;7812000000;224590299136;1073152;448512;0;3;1.5;1;0;0;6.5;0;6.5;0;1.5;0;3;1.5;1
2019-06-27T06:24:00+02:00;7078000000;224586104832;574976;7866368;0;5.5;0;0.5;0;0;5;0;3.5;5.5;9;0;10;3;1
2019-06-27T06:26:00+02:00;6456000000;224596590592;1020416;8135680;0;7.5;1;5.5;0;1;3.5;0;15.5;0.5;8;0;3.5;2;1
2019-06-27T06:28:00+02:00;10149000000;224595542016;477696;698368;0;8.5;1;3;0;8;8;0;15;3;4;0;16;1;1
2019-06-27T06:30:00+02:00;8521500000;224610222080;510976;5473792;0;7;0;0.5;0;4.5;4.5;0;2.5;0.5;2.5;0;1;0.5;1
2019-06-27T06:32:00+02:00;8772000000;224606552064;1385984;1077760;0;4;2;2;0;2;4;0;0.5;0;0.5;4;0.5;2;1
2019-06-27T06:34:00+02:00;6232000000;224606552064;479232;817152;0;3.5;1.5;1;0;0.5;4;0;0.5;0;0.5;0;1;0;1
2019-06-27T06:36:00+02:00;8542000000;224617037824;1481728;914432;0;5;1;3;1;1.5;25.5;0;10.5;4.5;12;0;14;4.5;1
2019-06-27T06:38:00+02:00;9695500000;224606552064;687104;726528;0;19;0;2.5;0;1;24;0;10;5;12;0.5;15;1;1
2019-06-27T06:40:00+02:00;6442500000;224602357760;1028608;677376;0;3;1;1.5;0;1.5;4;0;1;1.5;2;0;1.5;1.5;1
2019-06-27T06:42:00+02:00;9383500000;224599212032;643584;547840;0;3.5;1;2;0;0;6;0;0;0;1;0;0;0;1
2019-06-27T06:44:00+02:00;9138500000;226516533248;762880;684032;0;5;1;1;0;0;4;0;0;0.5;0.5;0;0;0.5;1
2019-06-27T06:46:00+02:00;10755500000;228441194496;1142784;824832;0;4;0;3;0;1;16.5;0;2.5;0;5;3.5;1;1.5;1
2019-06-27T06:48:00+02:00;8381000000;228435427328;776192;622592;0;3.5;1;1;0;1;4.5;0;0;0;0.5;0;0;0.5;1
2019-06-27T06:50:00+02:00;10513500000;228434903040;905728;611328;0;4;0;0.5;0;0;4.5;0;0.5;0.5;1.5;0.5;1;0.5;1
2019-06-27T06:52:00+02:00;10731000000;228445388800;746496;526336;0;8.5;0;74;0;0;7;0;1;1;2.5;0.5;1.5;1;1
2019-06-27T06:54:00+02:00;8070500000;228448010240;1075712;625152;0;9;2;1.5;0;1;3;0;0;0;1.5;0;0;0.5;1
2019-06-27T06:56:00+02:00;10744500000;228457447424;902656;1463808;0;8;0;2;0;0;4;0;1;1;1;0;1;0.5;1
2019-06-27T06:58:00+02:00;8595500000;228445388800;1238528;1582080;0;10;0;0.5;4.5;0;5;0;6;0;1;0;0.5;0;1
2019-06-27T07:00:00+02:00;13124500000;228447485952;1085952;1083904;0;4;3;1;0;0;7;0;1;0;4;0;3;3;1
2019-06-27T07:02:00+02:00;8421000000;228443291648;848896;718848;0;11;1;7;1.5;0.5;7;0;1.5;1.5;4;0;2.5;2.5;1
2019-06-27T07:04:00+02:00;9099000000;228440145920;586752;718848;0;6;9;2.5;0;1;5.5;0;0;0;1.5;1.5;1;0;1
2019-06-27T07:06:00+02:00;10559000000;228419174400;1322496;1083904;0;12;1;2;0;0;3.5;0;1.5;0.5;2.5;1.5;4.5;4;1
2019-06-27T07:08:00+02:00;11052000000;228417601536;1231360;1205248;0;5.5;0;6;0;0;5.5;0;0;0;0.5;0;0;0;1
2019-06-27T07:10:00+02:00;11458500000;228421271552;1008640;839168;0;6.5;1;4;0;1.5;2;0;0;3;1;0;1;2;1
2019-06-27T07:12:00+02:00;8341500000;228417077248;1303552;848384;0;2.5;1.5;3.5;0;0;10;0;1.5;2;10;6.5;2;2;1
2019-06-27T07:14:00+02:00;10489500000;228414455808;1021440;1378816;0;6;0;1;0;0;6;0;1;0;2;0;0.5;0.5;1
2019-06-27T07:16:00+02:00;9615000000;228420747264;2351104;1984512;0;1.5;1;2;6.5;1;5.5;0;0;0;0.5;0.5;1;0;1
2019-06-27T07:18:00+02:00;13734000000;228418125824;576512;486912;0;2;0;6;0;1;3;0;1;0;1;0;1.5;0.5;1
2019-06-27T07:20:00+02:00;11447500000;228413407232;869376;1110016;0;1;0;3;1;0;3;0;0.5;0;2;0;1.5;0;1
2019-06-27T07:22:00+02:00;14041000000;228414455808;1195520;847872;0;5;0;1;0;0;5.5;0;1;0;2;0;0.5;0;1
2019-06-27T07:24:00+02:00;13791500000;228414980096;1065984;1072128;0;7;0;1;1;0;4;0;0;1;0;0;0;0;1
2019-06-27T07:26:00+02:00;12008500000;228414980096;1379328;1276416;0;7;1;3.5;0;1;6;0;0.5;0;0;0;1;0.5;1
2019-06-27T07:28:00+02:00;13910500000;228415504384;1465856;1415168;0;5.5;0;4;0;0;3;0;0;0;1;0;1;0;1
2019-06-27T07:30:00+02:00;13550000000;228413931520;1636352;1268736;0;6;0;3.5;0;1.5;6;0;0;0;1;0;2;0;1
2019-06-27T07:32:00+02:00;12391500000;228419174400;1104384;1088000;0;7;1;5;0;3;4.5;0;0;0.5;1;0;0.5;0.5;1
2019-06-27T07:34:00+02:00;10517500000;224598163456;1672192;11764736;0;4.5;0;1.5;0;0;5.5;0;0;0;0.5;0;0.5;0;1
2019-06-27T07:36:00+02:00;12133000000;224577191936;1626112;1562112;0;7;1;4;0;1;5.5;0;1;0.5;1;0.5;1;0.5;1
2019-06-27T07:38:00+02:00;11358000000;224577716224;1076736;1230848;0;6;2;2.5;0;1;4;0;0;0;0;0;1;1;1
2019-06-27T07:40:00+02:00;8761000000;224582959104;1331200;1148416;0;5.5;0;4;4;0;6;0;0;0.5;0.5;0;0.5;0;1
2019-06-27T07:42:00+02:00;12510500000;224579813376;999424;16572416;0;5.5;0;2;0;0;5;0;0;0;1;0;0;0;1
2019-06-27T07:44:00+02:00;8982000000;224578240512;1595392;1444864;0;4.5;0;1.5;0;0;5;0;0;0;1;0;0;0;1
2019-06-27T07:46:00+02:00;11110000000;224577716224;1015296;928768;0;10;0;0;0;0;7;0;0.5;1.5;1;0;0.5;1;1
2019-06-27T07:48:00+02:00;8294000000;224584007680;1064960;633856;0;4;5;1;0;4.5;2.5;0;0.5;1;1;0;0.5;1;1
2019-06-27T07:50:00+02:00;8952000000;224575619072;1488384;1571840;0;8.5;2.5;2;0;0;6.5;0;1;0.5;1.5;1;2;0.5;1
2019-06-27T07:52:00+02:00;10345000000;224576143360;1222656;981504;0;7;1;1.5;0;0;1;0;1.5;0;1;6;1;1;1
2019-06-27T07:54:00+02:00;9268000000;224575619072;1446400;1098752;0;4;1.5;1;0;4.5;4.5;0;0;0.5;1;0;1;0;1
2019-06-27T07:56:00+02:00;11815500000;224578240512;1457152;1585152;0;2;1;1;0;0;9;0;1;0;1;0;1;0.5;1
2019-06-27T07:58:00+02:00;9044500000;224574570496;1581056;1105920;0;2;2;2;0;1.5;5.5;0;0.5;0;1.5;0;2;0;1
2019-06-27T08:00:00+02:00;13879000000;224576143360;1658368;2077696;0;4;1;3;0;0;6;0;5.5;2.5;11;4;8.5;2.5;1
2019-06-27T08:02:00+02:00;9634500000;224580861952;1909760;9361408;0;4.5;0;2;0;2.5;5.5;0;5.5;2.5;11;3.5;8;0;1
2019-06-27T08:04:00+02:00;9708500000;224588201984;1655296;1817088;0;1.5;0;1;0;3;6;0;0;0;2;0;3;0.5;1
2019-06-27T08:06:00+02:00;9926000000;224581386240;1412608;1516032;0;9.5;0;1.5;0;7;19;0;2.5;1.5;5;1;4;1;1
2019-06-27T08:08:00+02:00;10782500000;224586104832;1795584;1858560;0;4.5;0.5;1;1.5;0;5;0;0;0;1.5;0;1;0;1
2019-06-27T08:10:00+02:00;11358000000;224589250560;2296832;1957888;0;3.5;0.5;3;0;1;6;0;0;2;0;0;1;0.5;1
2019-06-27T08:12:00+02:00;11800000000;224594493440;2360832;1654784;0;2;0;6.5;0;1;6;0;1.5;0.5;1.5;7;2;0.5;1
2019-06-27T08:14:00+02:00;12856500000;224593969152;1971200;5912064;0;0;0;0;0;0;6;0;1;1;2;0;1.5;0;1
2019-06-27T08:16:00+02:00;10664000000;224598687744;1471488;1132544;0;5.5;32;1.5;94.5;4;7.5;0;5.5;2.5;8;12;6.5;15;1
2019-06-27T08:18:00+02:00;16875500000;224593444864;1810944;3148288;0;1;0;1;0;0.5;5;0;0.5;0.5;1;1;0.5;0.5;1
2019-06-27T08:20:00+02:00;10909000000;224595017728;1678848;1606144;0;2.5;1.5;2;0;2;5.5;0;1;0.5;1;1;0.5;1;1
2019-06-27T08:22:00+02:00;10435500000;224594493440;1779712;1742336;0;0.5;0;2.5;0;0;7;0;0.5;0;1;0;0.5;1;1
2019-06-27T08:24:00+02:00;11529500000;224588726272;2406912;2253824;0;0;0;2.5;0;0;12;0;1;1;2;0;2;0;1
2019-06-27T08:26:00+02:00;10575500000;224588201984;2444288;2755584;0;0.5;4.5;2;0;0.5;7;0;1;1.5;2;1;1.5;0.5;1
2019-06-27T08:28:00+02:00;10771000000;224591872000;2438656;2363904;0;0;5;0;0;0;6;0;0;1;1;1;1;0;1
2019-06-27T08:30:00+02:00;12381000000;224587677696;3387392;3209216;0;3.5;1;1;1;3;4;0;1.5;0.5;1.5;0;2.5;0.5;1
2019-06-27T08:32:00+02:00;12276000000;224588201984;4155392;8325120;0;4;3;2;0;0;8.5;0;2.5;1;3;0;1.5;1;1
2019-06-27T08:34:00+02:00;10267000000;224586104832;3829760;3628032;0;2;0;0;0;0.5;4.5;0;0.5;0;1.5;0.5;0.5;0;1
2019-06-27T08:36:00+02:00;12410000000;224585580544;2260480;2219008;0;1;0;0;0;0;6.5;0;0;0;1;0;1.5;0;1
2019-06-27T08:38:00+02:00;10178500000;224581386240;2216448;2145280;0;1;0;0.5;0;0;5.5;0;0;0;1;0;1;0;1
2019-06-27T08:40:00+02:00;11207000000;224579813376;2069504;1740800;0;3;1;1;0;2.5;5;0;1.5;0.5;2;0;0.5;0.5;1
2019-06-27T08:42:00+02:00;13122500000;224576143360;2830336;7506432;0;3;1;0.5;0;0;7;0;1;1;2;0;3;1;1
2019-06-27T08:44:00+02:00;10289500000;224579289088;2761728;2537472;0;2;2.5;0.5;0;0.5;4.5;0;0.5;0.5;1;1.5;2;0.5;1
2019-06-27T08:46:00+02:00;12712500000;224581910528;2974208;2592256;0;6;6;0;0;1;10;0;6;7;5;5;8;3.5;1
2019-06-27T08:48:00+02:00;12539500000;224578764800;2978816;2663424;0;2;2;2;2.5;1.5;4.5;0;0.5;0.5;0;0;1;0;1
2019-06-27T08:50:00+02:00;11621000000;224589774848;4818432;1824256;0;3;1;1;0;0;6;0;0.5;0;2;0;1.5;0.5;1
2019-06-27T08:52:00+02:00;9934000000;224583483392;2706432;2554880;0;4.5;2;3;0;1.5;5;0;1;0.5;2.5;0;1.5;0;1
2019-06-27T08:54:00+02:00;11130500000;224579813376;1442816;1260544;0;3;1.5;1.5;0;2;5;0;1;0.5;1;0;1;1;1
2019-06-27T08:56:00+02:00;11741500000;224576667648;1692672;1974272;0;18;4.5;1.5;2.5;8;6;0;3.5;2.5;3.5;2;5;4;1
2019-06-27T08:58:00+02:00;9784000000;224579289088;2121728;1973248;0;1;0.5;0.5;0;0;4.5;0;0;0.5;2.5;0;0.5;0.5;1
2019-06-27T09:00:00+02:00;13522500000;224580337664;1748992;5584896;0;1;0.5;1;0;0;6;0;1;0;2;0;0;0.5;1
2019-06-27T09:02:00+02:00;10132000000;224579289088;2135552;5696512;0;12;0;7;0.5;10.5;6.5;0;8;1;8.5;3.5;18;1;1
2019-06-27T09:04:00+02:00;11620500000;224580337664;1113088;1334272;0;6;0;6;0;0;5.5;0;0;0;1;0.5;1;0;1
2019-06-27T09:06:00+02:00;10524000000;224584007680;1093632;1095680;0;3.5;0;0;0;0;8;0;1;1.5;3;0.5;1;0.5;1
2019-06-27T09:08:00+02:00;10246500000;224591347712;2486784;3357696;0;11;0;1;0;0.5;6;0;0.5;0;1;0;1.5;0.5;1
2019-06-27T09:10:00+02:00;10322500000;224578764800;1629184;1604608;0;1;1;1;0;0.5;5.5;0;0;0;1;0;1;0;1
2019-06-27T09:12:00+02:00;11031000000;224579289088;1806336;1730048;0;4;9.5;1.5;0;3;9.5;0;2.5;31.5;4;0.5;4.5;13;1
2019-06-27T09:14:00+02:00;12851000000;224583483392;1434624;1352704;0;2.5;0.5;1.5;0;3;18;0;3;12;6;0;15;3.5;1
2019-06-27T09:16:00+02:00;10528000000;224578764800;1659904;1476096;0;4;4;0;0;0;10;0;2;28.5;3.5;0;3;8.5;1
2019-06-27T09:18:00+02:00;13919000000;224585580544;1463808;3211264;0;1;0;0;0;0;12;0;0;0;1;0;1;0;1
2019-06-27T09:20:00+02:00;10085500000;224581386240;3891200;3758080;0;4;1;4;0;0;12;0;0.5;0;2.5;0;0.5;0.5;1
2019-06-27T09:22:00+02:00;11242000000;224576667648;2580480;2735616;0;3;0;1;0;0;6.5;0;1.5;3;1.5;0.5;12;1;1
2019-06-27T09:24:00+02:00;12105500000;224575094784;2758656;2914816;0;2.5;0.5;0;0;0.5;5;0;3;6.5;1.5;0;5.5;12;1
2019-06-27T09:26:00+02:00;12834000000;224569851904;2774016;2694144;0;1;0;0;0;0;7;0;0;0;1;0;1;0;1
2019-06-27T09:28:00+02:00;14225500000;224563560448;3476480;3479040;0;0;0;1;0;0;5;0;0;0;1;0;1;0;1
2019-06-27T09:30:00+02:00;10510500000;224559366144;3092992;2673664;0;4.5;0;3.5;0;0;6;0;1;1.5;2;0;1.5;0.5;1
2019-06-27T09:32:00+02:00;11648000000;224557268992;1692160;2057728;0;1;2;0;0;0;7;0;0;1.5;1;0.5;0.5;1.5;1
2019-06-27T09:34:00+02:00;9773500000;224559366144;2039808;2446336;0;2;0;1;0;1;5.5;0;0.5;1;1;0;1;1;1
2019-06-27T09:36:00+02:00;12828000000;224620707840;1744896;1806336;0;0;8;2;0;1;4.5;0;0;0.5;1;0;2;0;1
2019-06-27T09:38:00+02:00;9832500000;224626999296;2377728;2580992;0;0.5;2;0;0;0;5.5;0;0.5;1.5;4.5;1;2.5;0;1
2019-06-27T09:40:00+02:00;12945000000;224625950720;1938432;6198272;0;2;1;0.5;0;2;5;0;1.5;0.5;1.5;5;1;0;1
2019-06-27T09:42:00+02:00;12230500000;224637485056;1404416;1060352;0;0.5;0;1;0;0;7;0;0;4;1;1;1;0;1
2019-06-27T09:44:00+02:00;9978000000;224640106496;1676288;1428992;0;2.5;8.5;0.5;1;0;8.5;0;2;44.5;5;1;2.5;25.5;1
2019-06-27T09:46:00+02:00;10864000000;224639582208;1746944;1825792;0;1;0;1;0;0;12;0;4;11;5;0.5;2.5;3;1
2019-06-27T09:48:00+02:00;10649000000;224638533632;1915904;1437696;0;3.5;3.5;0.5;0;0;7;0;1;0.5;2;0;1;0.5;1
2019-06-27T09:50:00+02:00;12136000000;224638533632;2439680;2595328;0;1;0;0;0;0;6;0;23;1.5;12.5;0;11.5;0.5;1
2019-06-27T09:52:00+02:00;11241000000;224639582208;1644544;1766400;0;2.5;2.5;1.5;0;0;6;0;23;2;12;0;11;0;1
2019-06-27T09:54:00+02:00;12419000000;224636960768;1829376;1625088;0;4.5;0.5;3.5;0;3;7;0;0.5;1;1;0;1;0;1
2019-06-27T09:56:00+02:00;12694000000;224645349376;2429440;3119616;0;1.5;5;5.5;0.5;3;11;0;5;3;4;10;5;1.5;1
2019-06-27T09:58:00+02:00;9348000000;224636436480;2280960;2092544;0;3.5;4.5;1.5;0;0.5;4.5;0;0;0.5;0.5;9;0.5;0.5;1
2019-06-27T10:00:00+02:00;14071500000;224648495104;3330048;3298816;0;6;0;2;0;3;6;0;5;1;4;2;1;0.5;1
2019-06-27T10:02:00+02:00;11675000000;224657932288;4587520;4257792;0;2.5;0.5;20.5;121;1;6.5;0;3.5;8.5;5;145.5;3.5;1.5;1
2019-06-27T10:04:00+02:00;12444000000;224657932288;3775488;3260416;0;2;1;1;0;0;6.5;0;2.5;10;2;0;3.5;6;1
2019-06-27T10:06:00+02:00;7684000000;224670515200;5423104;4984832;0;1;16;0.5;1.5;0;7;0;2.5;1.5;2;4.5;2;3;1
2019-06-27T10:08:00+02:00;8928500000;224680476672;4019200;10635264;0;1.5;1.5;3;0.5;0;7.5;0;1;0.5;1;16;1.5;1;1
2019-06-27T10:10:00+02:00;9549000000;224671563776;2956288;7490048;0;0.5;1;1;0.5;0;7;0;0.5;1;1.5;16;1;0;1
2019-06-27T10:12:00+02:00;11142000000;224682573824;2163200;6647296;0;8.5;1;1.5;1;0;14;0;2;0.5;9.5;0;5;1;1
2019-06-27T10:14:00+02:00;14733000000;224677855232;3038208;6535168;0;4;1.5;0.5;0;0;7;0;1;1;2;0;1;0;1
2019-06-27T10:16:00+02:00;12492000000;224683098112;4196864;7395840;0;7;3.5;1.5;0;1;14.5;0;0.5;2;5.5;2.5;4;0.5;1
2019-06-27T10:18:00+02:00;12796500000;224678903808;3804160;4258304;0;5;0;1;0;0;7.5;0;0;0.5;1;0.5;1;0;1
2019-06-27T10:20:00+02:00;11909000000;224677855232;5107712;4703232;0;6.5;1.5;3;0;4;9;0;0;0;1;0.5;1;0;1
2019-06-27T10:22:00+02:00;13079500000;224675233792;4411392;4844544;0;24;0;12;0;1;15.5;0;2;3.5;6.5;5.5;9.5;1.5;1
2019-06-27T10:24:00+02:00;10242000000;224675758080;3218432;3069952;0;6;1;6;0.5;2.5;5;0;0;0.5;1.5;2.5;1;0;1
2019-06-27T10:26:00+02:00;13372500000;224675233792;2857984;2682880;0;1.5;3;4;0;0;4;0;0;2.5;1;0;1;0;1
2019-06-27T10:28:00+02:00;15041500000;224688865280;2765824;9373696;0;2;0.5;3;0;0;6;0;0;0;1;0;1;0;1
2019-06-27T10:30:00+02:00;12872500000;224693059584;3064832;8977408;0;3.5;0;0;0;0;5.5;0;0.5;0;2;0;3.5;0.5;1
2019-06-27T10:32:00+02:00;13162500000;224692535296;2106368;6094336;0;3;1;0;0;0;5;0;1;0;1;0;1;0.5;1
2019-06-27T10:34:00+02:00;11862500000;224693059584;3622912;3293184;0;0.5;1.5;1;1.5;0;5;0;0.5;3.5;0.5;0;1.5;0.5;1
2019-06-27T10:36:00+02:00;14598500000;224696729600;2787328;2653696;0;1;0;0;0;0;8;0;1;0;1.5;1;2;1;1
2019-06-27T10:38:00+02:00;11311500000;224702496768;4050944;3601408;0;2;0;0.5;0;0;7.5;0;1;0;1;6;1;0;1
2019-06-27T10:40:00+02:00;10844000000;224703021056;3723264;9323520;0;2;0.5;0.5;0;2;5.5;0;0.5;1;1.5;0;1;0.5;1
2019-06-27T10:42:00+02:00;11340000000;224709312512;3957760;3963904;0;1.5;0.5;0.5;0;0;3.5;0;1;0.5;1;0;1;0;1
2019-06-27T10:44:00+02:00;11358500000;224710885376;3831296;3845632;0;3;0;0.5;0;0;11;0;0.5;0;1;0;1.5;0.5;1
2019-06-27T10:46:00+02:00;14328500000;224726089728;4768768;4773888;0;2;1.5;3.5;0;3.5;8;0;19;5;29;0;16;1.5;1
2019-06-27T10:48:00+02:00;11417000000;224726089728;3711488;3517952;0;2.5;0;7.5;0;6.5;11.5;0;17;0.5;11.5;0;4.5;0.5;1
2019-06-27T10:50:00+02:00;14617000000;224724516864;2847744;3633152;0;5.5;0;0;0;0;16;0;1;3;1;0;1;1;1
2019-06-27T10:52:00+02:00;11416500000;224730284032;3145728;3414016;0;3;1;4;0;8;11;0;3;1.5;5.5;1.5;5;4.5;1
2019-06-27T10:54:00+02:00;13590000000;224735526912;3397632;12374016;0;3;0;2;0;42;4;0;1;3;2;0;1;0;1
2019-06-27T10:56:00+02:00;10756000000;224735002624;2277376;2281472;0;14;1;2;0;1;8;0;7;2;5;0;3;4;1
2019-06-27T10:58:00+02:00;13890000000;224753876992;3447808;3210752;0;1;2;2;0;0.5;5;0;0.5;1;1;1.5;0;0;1
2019-06-27T11:00:00+02:00;12103500000;224761217024;2391040;2341888;0;3;4;0.5;1.5;0;5.5;0;0.5;0.5;1;1;0;1;1
2019-06-27T11:02:00+02:00;12115000000;224775372800;2744320;3127296;0;3;0;1.5;0;0;12.5;0;0.5;1;1.5;0;1;0.5;1
2019-06-27T11:04:00+02:00;11913000000;224771702784;3044352;3063296;0;1.5;0.5;0.5;0;0;7;0;0;0;0;0;1;0;1
2019-06-27T11:06:00+02:00;9980000000;224780091392;3574272;3633664;0;0.5;1;0.5;0;0;5.5;0;0.5;0;0.5;0;0.5;0;1
2019-06-27T11:08:00+02:00;16989500000;224777994240;2555392;3599360;0;0;1;1;0;0;5;0;1;0;2;0;2;2;1
2019-06-27T11:10:00+02:00;11922500000;224783237120;2225664;2099712;0;7.5;1;1;0;4.5;5.5;0;1;1;2;0.5;1.5;0.5;1
2019-06-27T11:12:00+02:00;13405500000;224775897088;3524608;2915328;0;0;0;1;0;0;3.5;0;1;0;1.5;0;0.5;0;1
2019-06-27T11:14:00+02:00;11636000000;224779042816;null;null;0;0;0;1;0;0;4;0;0;0;1;0;0;0;1
2019-06-27T11:16:00+02:00;12276000000;224781664256;4313600;3858944;0;9;0;0;0;0;7;0;1.5;2;1.5;0;1.5;1;1
2019-06-27T11:18:00+02:00;12313500000;224789004288;2746368;2866176;0;5;1.5;3;0;4;10;0;1;2;1;8;1;0;1
2019-06-27T11:20:00+02:00;11768000000;224790052864;4295680;4825088;0;3.5;0;1.5;0;0;4;0;0.5;0;1.5;0;2.5;0.5;1
2019-06-27T11:22:00+02:00;12202500000;224797392896;3449856;3579904;0;2.5;0;1;0;0;4.5;0;0.5;0;1;0;1.5;0;1
2019-06-27T11:24:00+02:00;13264500000;224798441472;2510848;3048448;0;2.5;1;2.5;0;1;6;0;0.5;0;1;0;2;0.5;1
2019-06-27T11:26:00+02:00;13620000000;224800538624;3087872;2913280;0;0;0;0.5;0;0;9;0;1;1;3;0;2;0.5;1
2019-06-27T11:28:00+02:00;11616500000;224809451520;2630656;2549248;0;2.5;0;0;1.5;0;5.5;0;1;1;1;0;2.5;0.5;1
2019-06-27T11:30:00+02:00;13847000000;224803684352;3533312;3217408;0;3;0;0;0;0;10;0;1;0;2;0.5;4;2.5;1
2019-06-27T11:32:00+02:00;13105500000;224805257216;2179072;2840576;0;2;1;0.5;1;0;11;0;4;2.5;4.5;0.5;3.5;2;1
2019-06-27T11:34:00+02:00;12120000000;224809975808;3578880;27211776;0;0;0;0;0;0;4;0;1;0.5;1.5;0;2;0.5;1
2019-06-27T11:36:00+02:00;12842000000;224801587200;2387968;42983424;0;4;0;2;0;0;5.5;0;5;4;6;0;9;5;1
2019-06-27T11:38:00+02:00;11977500000;224813645824;5183488;32973824;0;0;0;0.5;0;2;3;0;1;0;2;0;1.5;1;1
2019-06-27T11:40:00+02:00;12448500000;224804208640;2627584;30587392;0;0;0;0.5;0;0;7;0;2;0.5;1.5;13;3;1;1
2019-06-27T11:42:00+02:00;11597000000;224806305792;3469824;26075648;0;3;0;0;0;0;9;0;1;0.5;2;0.5;1;0;1
2019-06-27T11:44:00+02:00;14351500000;224841957376;4505088;19952128;0;4;0;0.5;0;0;6;0;1;1;1;0;0;0;1
2019-06-27T11:46:00+02:00;10639000000;224868171776;3789824;5058560;0;4.5;2;2;0;3;35.5;0;2;2;2;0;2.5;0.5;1
