Time;CPU_usage;ANB_read;ANB_write;AN_read;AN_write;Free_disk;B_rec;B_trans;P_rec;P_trans;H_memory;G_memory;C_storage
2019-03-08T16:00:00+01:00;291233333;0;6673;0;0;75747848192;491042;1563716;9939;9949;17173577728;895781000;1,22E+11
2019-03-08T17:00:00+01:00;194800000;34;5819;0;0;75747848192;318242;344251;4520;4370;17172599057;741238374;1,22E+11
2019-03-08T18:00:00+01:00;194800000;0;6246;0;0;75747848192;350037;260864;5826;5829;17173577728;563574647;1,22E+11
2019-03-08T19:00:00+01:00;195166666;187;5785;0;0;75747848192;200994;452676;4517;4500;17172616533;712559820;1,22E+11
2019-03-08T20:00:00+01:00;143833333;0;4949;0;0;75747848192;210090;1276945;4509;4741;17173577728;698124424;1,22E+11
2019-03-08T21:00:00+01:00;158866666;0;5017;0;0;75747848192;257194;662596;4845;5232;17172494199;735401301;1,22E+11
2019-03-08T22:00:00+01:00;114133333;0;4864;0;0;75747848192;148224;691763;3771;3803;17173420441;574934220;1,22E+11
2019-03-08T23:00:00+01:00;113766666;85;4966;0;0;75747848192;188569;349218;4221;4129;17172529152;652389034;1,22E+11
2019-03-09T00:00:00+01:00;84433333;580;4113;0;0;75747848192;99225;622267;2457;2593;17172529152;526315246;1,22E+11
2019-03-09T01:00:00+01:00;52166666;0;3191;0;0;75747848192;37324;39133;1177;1175;17172529152;509118600;1,22E+11
2019-03-09T02:00:00+01:00;69033333;0;2269;0;0;75747848192;114688;43178;3251;2691;17172564104;497654169;1,22E+11
2019-03-09T03:00:00+01:00;1441633333;145715;26555;3;1;75747848192;37847296;10865476;113251;47242;17172389341;8967421952;1,22E+11
2019-03-09T04:00:00+01:00;1648133333;29218;21623;2;1;75747848192;48590506;10527419;139112;56481;17172599057;11137729604;1,22E+11
2019-03-09T05:00:00+01:00;1713633333;141738;24371;4;2;75747848192;51808119;4473565;136152;53779;17171725243;9849326796;1,22E+11
2019-03-09T06:00:00+01:00;1205300000;153497;12066;15;0;75747848192;19431270;1853661;70385;41346;17174032110;6834286318;1,22E+11
2019-03-09T07:00:00+01:00;943133333;6894;3925;1;0;75747848192;7542613;7850444;51993;36368;17174486493;3106249113;1,22E+11
2019-03-09T08:00:00+01:00;1185766666;68505;6195;4;0;75747848192;19555720;7360290;77293;38455;17174713685;7799098572;1,22E+11
2019-03-09T09:00:00+01:00;701166666;3840;5222;0;0;75747848192;2015812;2256384;35691;31813;17173892300;1104797149;1,22E+11
2019-03-09T10:00:00+01:00;1514100000;31641;11639;4;0;75747848192;26952328;9160635;94341;46980;17173035963;9299593352;1,22E+11
2019-03-09T11:00:00+01:00;1340583333;62327;10240;3;0;75747848192;21451298;4376797;83538;47402;17173280631;6553634952;1,22E+11
2019-03-09T12:00:00+01:00;1584216666;234001;13858;7;0;75747848192;43807658;11321275;136253;59537;17173175773;10479206400;1,22E+11
2019-03-09T13:00:00+01:00;1014250000;7237;7011;0;0;75747848192;5363541;3668667;46959;38884;17173280631;2544946380;1,22E+11
2019-03-09T14:00:00+01:00;1099333333;117043;12765;13;0;75747848192;21227639;11250926;81766;46503;17173402965;6857110323;1,22E+11
2019-03-09T15:00:00+01:00;261166666;9420;7406;1;0;75747848192;960170;2072866;10700;10742;17173263155;772643225;1,22E+11
2019-03-09T16:00:00+01:00;274366666;23842;9437;1;0;75747848192;625988;3793698;10965;10791;17173577728;872834662;1,22E+11
2019-03-09T17:00:00+01:00;305533333;716;8038;0;0;75747848192;736819;2812450;11688;11895;17172861201;884351522;1,22E+11
2019-03-09T18:00:00+01:00;257133333;477;8669;0;0;75747848192;631910;3136921;9451;10238;17172721390;827011891;1,22E+11
2019-03-09T19:00:00+01:00;164733333;0;5990;0;0;75747848192;310169;160682;5850;5828;17172284484;821349580;1,22E+11
2019-03-09T20:00:00+01:00;169133333;17;6997;0;0;75747848192;271360;2335590;5166;5705;17172459246;955916834;1,22E+11
2019-03-09T21:00:00+01:00;128433333;68;6024;0;0;75747848192;226013;688264;4570;4662;17172476723;623675528;1,22E+11
2019-03-09T22:00:00+01:00;148966666;494;5410;0;0;75747848192;248610;158634;4263;4156;17172494199;675178086;1,22E+11
2019-03-09T23:00:00+01:00;126600000;1689;5478;0;0;75747848192;216883;214135;4566;4338;17172494199;984542958;1,22E+11
2019-03-10T00:00:00+01:00;98733333;1672;7424;0;0;75747848192;92091;567637;2327;2407;17172476723;549226632;1,22E+11
2019-03-10T01:00:00+01:00;77466666;102;3054;0;0;75747848192;139434;347835;3441;3409;17172511675;560691063;1,22E+11
2019-03-10T02:00:00+01:00;81866666;57207;7253;4;0;75747848192;135116;57975;3763;3750;17172494199;491921954;1,22E+11
2019-03-10T03:00:00+01:00;55100000;34;3037;0;0;75747848192;107895;53640;2348;2297;17171777672;388742075;1,22E+11
2019-03-10T04:00:00+01:00;60966666;4505;2952;0;0;75747848192;65553;29986;1750;1740;17171445623;411670937;1,22E+11
2019-03-10T05:00:00+01:00;63166666;0;3328;0;0;75747848192;106530;45568;2853;2836;17171463099;523379234;1,22E+11
2019-03-10T06:00:00+01:00;64633333;37717;5546;8;0;75747848192;104960;30617;2192;2181;17173560251;471789294;1,22E+11
2019-03-10T07:00:00+01:00;52900000;0;3379;0;0;75747848192;74257;30566;1846;1821;17173507822;437465907;1,22E+11
2019-03-10T08:00:00+01:00;82966666;273;4727;0;0;75747848192;121378;45738;2180;2235;17173315584;532029986;1,22E+11
2019-03-10T09:00:00+01:00;186366666;119;6843;0;0;75747848192;248985;173892;4362;4253;17172983534;775579238;1,22E+11
2019-03-10T10:00:00+01:00;352100000;750;7714;0;0;75747848192;498073;2844552;9037;9255;17173455394;1038999005;1,22E+11
2019-03-10T11:00:00+01:00;442300000;921;8908;0;0;75747848192;525772;1200622;9486;9649;17173542775;778375441;1,22E+11
2019-03-10T12:00:00+01:00;329000000;17;7185;0;0;75747848192;834884;2078378;10726;10764;17172948582;984577911;1,22E+11
2019-03-10T13:00:00+01:00;313233333;204;20992;0;0;75747848192;584140;447283;8129;7894;17171270860;818518425;1,22E+11
2019-03-10T14:00:00+01:00;509400000;204;9267;0;0;75747848192;1069021;7152913;15983;16687;17170973764;1207942075;1,22E+11
2019-03-10T15:00:00+01:00;522233333;0;10001;0;0;75747848192;860330;1522688;15038;15535;17172371865;990310126;1,22E+11
2019-03-10T16:00:00+01:00;636966666;17;22169;0;0;75694823014;862924;9618722;15410;17718;17172529152;1617288669;1,22E+11
2019-03-10T17:00:00+01:00;856216666;273;22033;0;0;75638140928;1327104;7291033;19711;21438;17172494199;1216418065;1,22E+11
2019-03-10T18:00:00+01:00;413700000;136;9540;0;0;75638140928;658534;3092548;11299;11671;17172354389;1219301649;1,22E+11
2019-03-10T19:00:00+01:00;447800000;358;9386;0;0;75638140928;667443;2060970;11972;12870;17171567957;1270856635;1,22E+11
2019-03-10T20:00:00+01:00;583833333;0;16179;0;0;75638140928;857719;6373973;15978;16923;17171148526;1368199441;1,22E+11
2019-03-10T21:00:00+01:00;610233333;0;10530;0;0;75638140928;1033386;2188219;18869;18805;17169453329;1250776405;1,22E+11
2019-03-10T22:00:00+01:00;508666666;0;15872;0;0;75620641450;790237;2804633;13891;14349;17170432000;895815953;1,22E+11
2019-03-10T23:00:00+01:00;323866666;0;6877;0;0;75533144064;546952;2586948;9770;9870;17170432000;996007389;1,22E+11
2019-03-11T00:00:00+01:00;144933333;0;4488;0;0;75533144064;255453;133683;4969;4869;17168596992;818483473;1,22E+11
2019-03-11T01:00:00+01:00;63166666;17;3652;0;0;75533144064;78114;93422;2117;2470;17163074491;514798387;1,22E+11
2019-03-11T02:00:00+01:00;66100000;0;8533;0;0;75533144064;47633;21452;1167;1101;17163319159;580666436;1,22E+11
2019-03-11T03:00:00+01:00;53633333;0;3618;0;0;75533144064;86220;33365;2411;2378;17164018210;431716215;1,22E+11
2019-03-11T04:00:00+01:00;72700000;0;3259;0;0;75533144064;59136;25753;1891;1835;17164140544;405938722;1,22E+11
2019-03-11T05:00:00+01:00;74166666;85;3208;0;0;75533144064;83200;47240;2630;2613;17167688226;500485324;1,22E+11
2019-03-11T06:00:00+01:00;76000000;34;4915;0;0;75533144064;91767;49732;3010;2972;17172529152;506235016;1,22E+11
2019-03-11T07:00:00+01:00;135766666;34;4573;0;0;75533144064;180428;254088;4386;4399;17174626304;437465907;1,22E+11
2019-03-11T08:00:00+01:00;356500000;51;6092;0;0;75533144064;672494;1197192;11664;11840;17174626304;792740932;1,22E+11
2019-03-11T09:00:00+01:00;443033333;52;58194;0;0;75533144064;605219;1983028;10726;10466;17174573875;872834662;1,22E+11
2019-03-11T10:00:00+01:00;456600000;273;7287;0;0;75533144064;547328;2312977;10338;10757;17174171921;1016052667;1,22E+11
2019-03-11T11:00:00+01:00;297466666;51;6041;0;0;75533144064;511675;891272;7919;7766;17172389341;852894242;1,22E+11
2019-03-11T12:00:00+01:00;269966666;68;4949;0;0;75533144064;344473;2061021;7792;7972;17172511675;1007471820;1,22E+11
2019-03-11T13:00:00+01:00;459166666;682;8038;0;0;75533144064;484608;1378884;10011;10071;17172197102;1414022212;1,22E+11
2019-03-11T14:00:00+01:00;543866666;3003;8925;0;0;75533144064;702754;7355494;15503;17153;17172459246;1525713032;1,22E+11
2019-03-11T15:00:00+01:00;421033333;375;7509;0;0;75533144064;592435;2520354;10823;10736;17173280631;1041847637;1,22E+11
2019-03-11T16:00:00+01:00;389133333;17;14080;0;0;75533144064;531626;594414;9816;9674;17173402965;726907835;1,22E+11
2019-03-11T17:00:00+01:00;553300000;0;21145;0;0;75533144064;453700;498944;8177;8167;17172494199;652354082;1,22E+11
2019-03-11T18:00:00+01:00;217900000;0;5751;0;0;75533144064;321757;277555;6435;6340;17172424294;724006775;1,22E+11
2019-03-11T19:00:00+01:00;326433333;0;5905;0;0;75533144064;428834;1069755;7910;7854;17172389341;961666525;1,22E+11
2019-03-11T20:00:00+01:00;365300000;0;7133;0;0;75533144064;643618;1638229;9724;9690;17172424294;933005448;1,22E+11
2019-03-11T21:00:00+01:00;346966666;0;6894;0;0;75533144064;520465;3100928;9574;10009;17172424294;1113343044;1,22E+11
2019-03-11T22:00:00+01:00;271800000;0;152968;0;0;75533144064;526523;1735987;8173;8269;17172826248;898664584;1,22E+11
2019-03-11T23:00:00+01:00;203966666;0;5546;0;0;75533144064;323379;644522;6068;6007;17172494199;781328930;1,22E+11
2019-03-12T00:00:00+01:00;135766666;0;4232;0;0;75533144064;135987;107400;3198;3170;17172511675;643825664;1,22E+11
2019-03-12T01:00:00+01:00;73433333;0;2935;0;0;75533144064;79598;94003;2156;2126;17172336913;446064230;1,22E+11
2019-03-12T02:00:00+01:00;55466666;0;12919;0;0;75533144064;272810;291857;2689;2558;17172336913;454627601;1,22E+11
2019-03-12T03:00:00+01:00;70966101;0;13700;0;0;75533144064;102082;39070;3072;3051;17172475834;339969666;1,22E+11
2019-03-12T04:00:00+01:00;64266666;136;3310;0;0;75533144064;103645;33570;2702;2675;17172529152;374376584;1,22E+11
2019-03-12T05:00:00+01:00;77100000;0;4437;0;0;75533144064;125730;56746;3230;3190;17172529152;423135368;1,22E+11
2019-03-12T06:00:00+01:00;67566666;0;2713;0;0;75624588629;82961;53504;2584;2565;17172826248;443180646;1,22E+11
2019-03-12T07:00:00+01:00;165833333;17;5068;0;0;75689906176;357905;322713;5340;5164;17172896153;640889651;1,22E+11
2019-03-12T08:00:00+01:00;444866666;204;8618;0;0;75689906176;610764;805017;10949;10821;17173577728;872887091;1,22E+11
2019-03-12T09:00:00+01:00;279133333;34;400554;0;0;75680074478;864153;1007530;9895;9611;17173420441;1016052667;1,22E+11
2019-03-12T10:00:00+01:00;295266666;0;6997;0;0;75679907840;426700;957252;8187;8243;17173280631;706827605;1,22E+11
2019-03-12T11:00:00+01:00;283516666;170;8021;0;0;75679907840;429056;1034240;8161;8318;17172529152;769794594;1,22E+11
2019-03-12T12:00:00+01:00;222666666;0;5102;0;0;75679907840;328311;605457;6382;6337;17172476723;718239607;1,22E+11
2019-03-12T13:00:00+01:00;397566666;0;5905;0;0;75679907840;642286;1369122;10014;9573;17172686438;892967321;1,22E+11
2019-03-12T14:00:00+01:00;669966666;1109;10752;0;0;75679907840;1173947;3711812;15717;15733;17173105868;1405371460;1,22E+11
2019-03-12T15:00:00+01:00;379233333;0;5666;0;0;75679907840;578457;1897420;8479;8209;17172529152;841359906;1,22E+11
2019-03-12T16:00:00+01:00;375566666;0;6553;0;0;75679907840;627814;1297271;10616;10403;17172162150;769812070;1,22E+11
2019-03-12T17:00:00+01:00;396083333;51;32443;0;0;75679907840;546867;320921;8174;7919;17172441770;809937578;1,22E+11
2019-03-12T18:00:00+01:00;444800000;0;15086;0;0;75679907840;367581;275029;7462;7450;17172441770;746970589;1,22E+11
2019-03-12T19:00:00+01:00;290500000;0;13875;0;0;75679907840;451293;709495;8224;8233;17172529152;789769966;1,22E+11
2019-03-12T20:00:00+01:00;293433333;0;6263;0;0;75679907840;432435;677495;7223;7145;17172529152;792758408;1,22E+11
2019-03-12T21:00:00+01:00;362000000;34;6246;0;0;75679907840;713779;993177;9144;8722;17172441770;924407125;1,22E+11
2019-03-12T22:00:00+01:00;410716666;0;17868;0;0;75633928192;369083;492288;7046;6910;17172529152;861422660;1,22E+11
2019-03-12T23:00:00+01:00;202133333;0;5205;0;0;75573800960;251426;1515963;5430;5806;17172511675;824180736;1,22E+11
2019-03-13T00:00:00+01:00;111200000;409;4061;0;0;75573800960;134041;290594;2923;2940;17172529152;620861849;1,22E+11
2019-03-13T01:00:00+01:00;62433333;0;2662;0;0;75573800960;77192;44782;2191;2199;17172529152;468993092;1,22E+11
2019-03-13T02:00:00+01:00;48866666;0;2508;0;0;75573800960;29320;12987;808;812;17172494199;374376584;1,22E+11
2019-03-13T03:00:00+01:00;52166666;0;2798;0;0;75573800960;67208;30498;2116;2106;17172494199;328553813;1,22E+11
2019-03-13T04:00:00+01:00;48133333;34;4232;0;0;75573800960;53640;22050;1350;1312;17172529152;368679321;1,22E+11
2019-03-13T05:00:00+01:00;49966666;0;3788;0;0;75573800960;48622;21282;1390;1373;17172494199;405938722;1,22E+11
2019-03-13T06:00:00+01:00;68666666;3532;3362;0;0;75573800960;70843;1032345;2080;2245;17173665109;580648960;1,22E+11
2019-03-13T07:00:00+01:00;142000000;34;4812;0;0;75573800960;227584;669405;5074;4480;17174591351;686729898;1,22E+11
2019-03-13T08:00:00+01:00;386566666;68;6519;0;0;75573800960;804181;1258769;11446;11409;17174661256;835697595;1,22E+11
2019-03-13T09:00:00+01:00;356500000;34;6434;0;0;75573800960;441582;1603020;8117;8155;17175360307;850010658;1,22E+11
2019-03-13T10:00:00+01:00;323500000;51;5853;0;0;75573800960;412484;472422;8198;8009;17175063210;864323720;1,22E+11
2019-03-13T11:00:00+01:00;252733333;0;6212;0;0;75573800960;380586;291566;7292;7148;17174521446;898682060;1,22E+11
2019-03-13T12:00:00+01:00;471166666;0;31317;0;0;75573800960;217958;494540;4681;4594;17173577728;798455671;1,22E+11
2019-03-13T13:00:00+01:00;394633333;0;7714;0;0;75573800960;438749;3351483;9337;10235;17174224349;1004658141;1,22E+11
2019-03-13T14:00:00+01:00;467966666;0;7150;0;0;75573800960;573149;590165;10927;10746;17174626304;767050820;1,22E+11
2019-03-13T15:00:00+01:00;357966666;0;16742;0;0;75573800960;553267;388608;9289;8999;17174626304;738319837;1,22E+11
2019-03-13T16:00:00+01:00;337433333;0;6638;0;0;75573800960;579737;623701;8443;8213;17174626304;672416836;1,22E+11
2019-03-13T17:00:00+01:00;360166666;102;7509;0;0;75573800960;530756;610986;9850;9801;17170134903;669585681;1,22E+11
2019-03-13T18:00:00+01:00;280966666;170;5990;0;0;75573800960;398643;1473041;7366;7347;17171480576;887165201;1,22E+11
2019-03-13T19:00:00+01:00;329000000;0;14080;0;0;75573800960;395776;393813;7216;6957;17171480576;732622574;1,22E+11
2019-03-13T20:00:00+01:00;367133333;0;6280;0;0;75573800960;673536;1769557;9386;9287;17168160085;850028134;1,22E+11
2019-03-13T21:00:00+01:00;269233333;529;6656;0;0;75590096008;1087044;1378628;9671;8835;17171078621;970212420;1,22E+11
2019-03-13T22:00:00+01:00;146400000;0;5154;0;0;75599917056;285832;150289;5135;4954;17173385489;552110216;1,22E+11
2019-03-13T23:00:00+01:00;142000000;443;4795;0;0;75599917056;217685;199236;4387;4270;17173105868;609414894;1,22E+11
2019-03-14T00:00:00+01:00;103133333;0;3908;0;0;75599917056;101171;79513;2318;2201;17173298107;595101832;1,22E+11
2019-03-14T01:00:00+01:00;66100000;0;3020;0;0;75599917056;76953;54169;1872;1841;17173298107;483323630;1,22E+11
2019-03-14T02:00:00+01:00;63166666;494;16708;0;0;75599917056;80349;133256;1870;1844;17172773819;557790003;1,22E+11
2019-03-14T03:00:00+01:00;58400000;0;2696;0;0;75599917056;90845;70092;2304;2282;17173315584;423135368;1,22E+11
2019-03-14T04:00:00+01:00;77100000;0;3054;0;0;75599917056;102929;62958;3381;3289;17172529152;431716215;1,22E+11
2019-03-14T05:00:00+01:00;50333333;0;2850;0;0;75599917056;54749;27084;1376;1360;17172599057;428850107;1,22E+11
2019-03-14T06:00:00+01:00;66466666;0;2696;0;0;75599917056;130457;152934;2336;2196;17173682585;534878617;1,22E+11
2019-03-14T07:00:00+01:00;92500000;0;4539;0;0;75599917056;113288;135458;2704;2709;17174766114;592200772;1,22E+11
2019-03-14T08:00:00+01:00;264466666;0;6792;0;0;75599917056;472268;401271;8889;8613;17175570022;695345698;1,22E+11
2019-03-14T09:00:00+01:00;219733333;0;5785;0;0;75599917056;332782;276189;5543;5440;17175028258;726837930;1,22E+11
2019-03-14T10:00:00+01:00;268133333;0;6365;0;0;75599917056;363127;384409;7321;7321;17174626304;626629017;1,22E+11
2019-03-14T11:00:00+01:00;189300000;0;5512;0;0;75599917056;225092;282487;4857;4850;17174626304;658068821;1,22E+11
2019-03-14T12:00:00+01:00;216066666;0;5171;0;0;75599917056;266922;1271398;6542;7204;17174521446;767015867;1,22E+11
2019-03-14T13:00:00+01:00;233666666;0;6246;0;0;75599917056;434227;684851;7443;7246;17174608827;838528750;1,22E+11
2019-03-14T14:00:00+01:00;355033333;0;6758;0;0;75599917056;539613;590387;10435;10180;17174626304;812803686;1,22E+11
2019-03-14T15:00:00+01:00;483733333;0;8533;0;0;75599917056;882039;1622835;13361;13189;17174626304;881520366;1,22E+11
2019-03-14T16:00:00+01:00;509400000;0;6894;0;0;75601426432;935526;2645367;13387;13744;17172599057;1064706594;1,22E+11
2019-03-14T17:00:00+01:00;421400000;34;9506;0;0;75605954560;760388;8097280;14603;15489;17172459246;1365280904;1,22E+11
2019-03-14T18:00:00+01:00;290133333;0;6775;0;0;75605954560;450116;833092;8386;8485;17172406818;801339255;1,22E+11
2019-03-14T19:00:00+01:00;302233333;34;6058;0;0;75605954560;431035;2105668;8393;8677;17172022340;1007454344;1,22E+11
2019-03-14T20:00:00+01:00;290866666;0;6212;0;0;75605954560;445525;2772343;8156;8377;17172459246;1079002180;1,22E+11
2019-03-14T21:00:00+01:00;289033333;0;32238;0;0;75605954560;556185;926532;8318;7823;17172494199;881415509;1,22E+11
2019-03-14T22:00:00+01:00;339950000;51;116019;0;0;75588433032;445491;7306905;8275;8388;17172529152;827081796;1,22E+11
2019-03-14T23:00:00+01:00;202866666;0;6382;0;0;75574165504;234342;121344;4239;4140;17171620386;552057787;1,22E+11
2019-03-15T00:00:00+01:00;84800000;0;4334;0;0;75574165504;104413;673348;2027;2058;17171340765;546360524;1,22E+11
2019-03-15T01:00:00+01:00;91033333;68;3891;0;0;75574165504;138717;1650432;3360;3688;17172371865;612211097;1,22E+11
2019-03-15T02:00:00+01:00;65366666;0;7543;0;0;75574165504;61934;32716;1601;1532;17172301960;560656110;1,22E+11
2019-03-15T03:00:00+01:00;61700000;0;2696;0;0;75564858572;81902;36266;2260;2217;17172092245;377260168;1,22E+11
2019-03-15T04:00:00+01:00;65733333;0;3037;0;0;75567677440;103406;31146;2545;2533;17172424294;428850107;1,22E+11
2019-03-15T05:00:00+01:00;60966666;0;3174;0;0;75567677440;90265;39901;2256;2234;17172529152;340018244;1,22E+11
2019-03-15T06:00:00+01:00;63166666;0;6382;0;0;75567677440;85111;37768;2222;2192;17173665109;466126984;1,22E+11
2019-03-15T07:00:00+01:00;104233333;0;4283;0;0;75567677440;148804;1029410;3467;3556;17174486493;735383825;1,22E+11
2019-03-15T08:00:00+01:00;288666666;0;5802;0;0;75567677440;387464;3711692;9006;9432;17174626304;1018866346;1,22E+11
2019-03-15T09:00:00+01:00;238066666;0;5324;0;0;75567677440;344524;1295428;6645;6972;17174486493;1236515771;1,22E+11
2019-03-15T10:00:00+01:00;682666666;4096;15155;0;0;75567677440;466790;2795417;8293;8957;17172529152;1119127688;1,22E+11
2019-03-15T11:00:00+01:00;316533333;0;6126;0;0;75567677440;491383;1519325;7963;8169;17172511675;890013832;1,22E+11
2019-03-15T12:00:00+01:00;187100000;0;5376;0;0;75567677440;196659;213179;3823;3842;17172494199;658138726;1,22E+11
2019-03-15T13:00:00+01:00;249066666;0;5393;0;0;75567677440;901324;2192145;9638;8602;17172459246;1076205977;1,22E+11
2019-03-15T14:00:00+01:00;276933333;0;6195;0;0;75567677440;369015;4027101;8593;8992;17172476723;1016035191;1,22E+11
2019-03-15T15:00:00+01:00;247966666;0;8942;0;0;75567677440;393523;1433992;7804;7778;17172406818;998925926;1,22E+11
2019-03-15T16:00:00+01:00;344400000;0;10717;0;0;75567677440;573047;1245866;9356;9026;17172529152;881467938;1,22E+11
2019-03-15T17:00:00+01:00;223400000;0;8942;0;0;75567677440;291174;236578;6057;6005;17172529152;829947904;1,22E+11
2019-03-15T18:00:00+01:00;260800000;0;147217;0;0;75505241156;586888;327355;6694;6152;17172441770;981641898;1,22E+11
2019-03-15T19:00:00+01:00;183066666;136;6126;0;0;75578232832;317832;431360;5614;5569;17172476723;706705271;1,22E+11
2019-03-15T20:00:00+01:00;170600000;238;11076;0;0;75578232832;337851;252279;6501;6108;17172406818;552075264;1,22E+11
2019-03-15T21:00:00+01:00;603083333;0;37341;0;0;75553823197;243694;3836535;6260;7432;17172564104;678079146;1,22E+11
2019-03-15T22:00:00+01:00;129166666;0;5051;0;0;75567112192;331451;375808;4645;4386;17172529152;466092032;1,22E+11
2019-03-15T23:00:00+01:00;129166666;1433;4642;0;0;75567112192;160119;375842;4033;4223;17172459246;365813213;1,22E+11
2019-03-16T00:00:00+01:00;75633333;0;3293;0;0;75567112192;85333;112059;2173;2070;17171934958;463190971;1,22E+11
2019-03-16T01:00:00+01:00;68300000;0;3515;0;0;75567112192;60535;64017;1555;1444;17171672814;285562197;1,22E+11
2019-03-16T02:00:00+01:00;66866666;0;2542;0;0;75567112192;57361;32614;1421;1420;17172424294;331402444;1,22E+11
2019-03-16T03:00:00+01:00;1512000000;105915;15394;3;1;75567112192;50157994;11829981;147418;71511;17172267008;12308901614;1,22E+11
2019-03-16T04:00:00+01:00;1624250000;105198;15342;3;1;75567112192;48609211;5876206;130787;61320;17172529152;11527188206;1,22E+11
2019-03-16T05:00:00+01:00;1647000000;293632;33672;5;2;75567112192;52552567;12163072;150734;63053;17172529152;10957444437;1,22E+11
2019-03-16T06:00:00+01:00;922966666;104635;7645;16;0;75567112192;5035912;3903692;44767;33294;17174171921;3478458641;1,22E+11
2019-03-16T07:00:00+01:00;1252833333;56593;5529;3;0;75567112192;14678306;8072260;61564;33560;17174923400;5857834871;1,22E+11
2019-03-16T08:00:00+01:00;971700000;70092;5410;6;0;75567112192;11596902;4142370;53329;35720;17175028258;5279457826;1,22E+11
2019-03-16T09:00:00+01:00;937966666;18568;180889;1;0;75567112192;6066039;8302404;47882;33478;17175237973;3358221926;1,22E+11
